Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,Battle Ground High School,400 W Main St,Clark,89.37,K-12
,Public,Battle Ground Virtual Academy,610A SW Eaton Blvd,Clark,85.46,K-12
,Public,Bay View Elementary,15241 Josh Wilson Rd,Skagit,94.39,K-12
,Public,Beach Elementary,3786 Centerview Rd,Whatcom,83.33,K-12
,Public,Beachwood Elementary School,8890 Concord St,Pierce,95.31,K-12
,Public,Beacon Avenue Elementary School,1717 E Beacon Ave,Grays Harbor,89.35,K-12
,Public,Beacon Hill International School,2025 14th Ave S,King,96.73,K-12
,Public,Beaver Lake Middle School,25025 SE 32nd St,King,99.15,K-12
,Public,Beaver Valley School,19265 Beaver Valley Rd,Chelan,91.67,K-12
,Public,Beezley Springs Elementary,501 C St NW,Grant,100.0,K-12
,Public,Belfair Elementary,22900 Hwy 3,Mason,92.13,K-12
,Public,Bell Elementary,11212 NE 112th St,King,96.71,K-12
,Private,Bellarmine Preparatory School,2300 S Washington St,Pierce,98.63,K-12
,Public,Bellevue Big Picture School,14844 SE 22nd St,King,93.87,K-12
,Private,Bellevue Children's Academy,14640 NE 24th St,King,99.52,K-12
,Private,Bellevue Christian School Clyde Hill Junior High/High School,1701 98th Ave NE,King,95.81,K-12
,Private,Bellevue Christian School Mack Elementary,18250 168th Pl NE,King,94.44,K-12
,Private,Bellevue Christian School Three Points Elementary,7800 NE 28th St,King,96.71,K-12
,Public,Bellevue Digital Discovery,12111 NE 1st St,King,88.92,K-12
,Public,Bellevue High School,10416 Wolverine Way,King,93.83,K-12
,Private,Bellevue Montessori School,2411 112th Ave NE,King,94.81,K-12
,Public,Bellevue Open Doors,12111 NE 1st St,King,95.05,K-12
,Private,Bellingham Christian School,1600 E Sunset Dr,Whatcom,73.53,K-12
,Public,Bellingham Family Partnership Program,1409 18th St,Whatcom,84.14,K-12
,Public,Bellingham High School,2020 Cornwall Ave,Whatcom,95.32,K-12
,Public,Bellingham Re-Engagement Program,1306 DuPont St,Whatcom,94.41,K-12
,Private,Bel-Red Bilingual Academy,15061 NE Bel Red Rd,King,100.0,K-12
,Public,Bemiss Elementary,2323 E Bridgeport Ave,Spokane,92.66,K-12
,Public,Benjamin Franklin Elementary,5206 NW Franklin St,Clark,97.55,K-12
,Public,Bennett Elementary School,17900 NE 16th St,King,94.98,K-12
,Public,Benson Hill Elementary School,18665 116th Ave SE,King,96.18,K-12
,Public,Berney Elementary School,1718 Pleasant St,Walla Walla,96.14,K-12
,Private,Bertschi School,2227 10th Ave E,King,99.58,K-12
,Public,Bess Herian Elementary,305 Monumental Rd,Pend Oreille,85.71,K-12
,Private,Bethany Lutheran Elementary,151 Tremont St,Kitsap,83.33,K-12
,Private,Bethel Baptist Christian,524 176th St E,Pierce,43.92,K-12
,Public,Bethel High School,22215 38th Ave E,Pierce,98.86,K-12
,Public,Bethel Middle School,22001 38th Ave E,Pierce,98.81,K-12
,Public,Bethel Virtual Academy,7319 Eustis Hunt Rd,Pierce,92.87,K-12
,Private,Bethlehem Lutheran School,2505 W 27th Ave,Benton,94.12,K-12
,Public,Betz Elementary,317 N 7th St,Spokane,94.6,K-12
,Public,Beverly Elementary,5221 168th St SW,Snohomish,97.53,K-12
,Public,Beverly Park Elementary at Glendale,1201 S 104th St,King,94.82,K-12
,Public,Bickleton Elementary & High School,3626 Bickleton Hwy,Klickitat,95.35,K-12
,Public,Big Lake Elementary School,16802 Lake View Blvd,Skagit,91.98,K-12
,Private,Big Leaf Montessori,1428 22nd Ave,Cowlitz,96.15,K-12
,Public,Big Picture School,440 S 186th St,King,98.1,K-12
,Private,Billings Middle School,12351 8th Ave NE,King,100.0,K-12
,Public,Birchwood Elementary School,3200 Pinewood Ave,Whatcom,92.33,K-12
,Public,Birney Elementary School,7627 S Sheridan Ave,Pierce,95.88,K-12
,Private,Bishop Blanchet High School,8200 Wallingford Ave N,King,100.0,K-12
,Public,Black Diamond Elementary,25314 Baker St,King,92.75,K-12
,Public,Black Lake Elementary,6345 Black Lake Belmore Rd SW,Thurston,89.95,K-12
,Public,Blackwell Elementary,3225 205th Pl NE,King,99.52,K-12
,Public,Blaine Elementary School,836 Mitchell Ave,Whatcom,93.64,K-12
,Public,Blaine High School,1055 H St,Whatcom,97.98,K-12
,Public,Blaine Home Connections,765 H St,Whatcom,92.86,K-12
,Public,Blaine Middle School,975 H St,Whatcom,97.09,K-12
,Public,Blaine Re-Engagement,1055 H St,Whatcom,96.15,K-12
,Public,Blix Elementary School,1302 E 38th St,Pierce,96.0,K-12
,Public,Blue Heron Middle School,3939 San Juan Ave,Jefferson,92.89,K-12
,Public,Boistfort Elementary,983 Boistfort Rd,Lewis,87.84,K-12
,Public,Boistfort Online School,983 Boistfort Rd,Lewis,62.16,K-12
,Public,Bonney Lake Elementary,18715 80th St E,Pierce,93.79,K-12
,Public,Bonney Lake High School,10920 199th Avenue Ct E,Pierce,97.71,K-12
,Public,Bordeaux Elementary School,350 E University Ave,Mason,96.17,K-12
,Public,Boston Harbor Elementary,7300 Zangle Rd NE,Thurston,91.62,K-12
,Public,Bothell High School,9130 NE 180th St,King,98.96,K-12
,Public,Bow Lake Elementary,18237 42nd Ave S,King,89.46,K-12
,Public,Bowdish Middle School,2109 S Skipworth Rd,Spokane,94.72,K-12
,Public,Bowman Creek Elementary,5701 Kersey Way SE,King,94.34,K-12
,Public,Boze Elementary School,1140 E 65th St,Pierce,97.53,K-12
,Public,Bremerton High School,1500 13th St,Kitsap,89.09,K-12
,Public,Bremerton Home Link Program,134 N Marion Ave,Kitsap,86.96,K-12
,Public,Brentwood Elementary School,406 W Regina Ave,Spokane,96.09,K-12
,Public,Brewster Alternative School,520 W Main,Okanogan,100.0,K-12
,Public,Brewster Elementary School,502 S 7th St,Okanogan,94.62,K-12
,Public,Brewster High School,503 S 7th St,Okanogan,99.39,K-12
,Public,Brewster Middle School,422 S 7th St,Okanogan,98.09,K-12
,Public,Briarcrest Elementary,2715 NE 158th St,King,98.22,K-12
,Public,Briarwood Elementary,17020 SE 134th St,King,98.03,K-12
,Public,Bridgeport Aurora High School,1400 Tacoma Ave,Okanogan,100.0,K-12
,Public,Bridgeport Elementary,1400 Tacoma Ave,Okanogan,98.03,K-12
,Public,Bridgeport High School,1220 Kryger Ave,Douglas,100.0,K-12
,Public,Bridgeport Middle School,1300 Douglas Ave,Douglas,99.5,K-12
,Public,Brier Elementary,3625 232nd St SW,Snohomish,98.43,K-12
,Public,Brier Terrace Middle School,22200 Brier Rd,Snohomish,99.29,K-12
,Public,Brigadoon Elementary School,3601 SW 336th St,King,94.05,K-12
,Private,Bright Light School,2021 S 260th St,King,100.0,K-12
,Private,Bright Water Waldorf School,1414 S Weller St,King,96.15,K-12
,Private,Brightmont Academy - Redmond,7345 164th Ave NE,King,74.07,K-12
,Private,Brightmont Academy - Sammamish,4588 Klahanie Dr SE,King,83.33,K-12
,Private,Brightmont Academy - Seattle,115 NE 100th St,King,100.0,K-12
,Private,Brighton School,21705 58th Ave W,Snohomish,99.18,K-12
,Public,Brinnon Elementary,46 Schoolhouse Rd,Jefferson,89.23,K-12
,Public,Broad View Elementary,473 SW Fairhaven Dr,Island,94.75,K-12
,Public,Broadview-Thomson K-8 School,13052 Greenwood Ave N,King,94.33,K-12
,Public,Broadway Elementary,11016 E Broadway Ave,Spokane,87.5,K-12
,Public,Brookdale Elementary,611 132nd St S,Pierce,97.02,K-12
,Private,Brooklake Christian School,629 S 356th St,King,56.0,K-12
,Public,Brookside Elementary,17447 37th Ave NE,King,98.04,K-12
,Public,Brouillet Elementary,17207 94th Ave E,Pierce,98.16,K-12
,Public,Browne Elementary,5102 N Driscoll Blvd,Spokane,94.1,K-12
,Public,Browns Point Elementary School,1526 51st St NE,Pierce,92.68,K-12
,Public,Brownsville Elementary,8795 Illahee Rd NE,Kitsap,97.03,K-12
,Public,Bryant Center,910 N Ash St,Spokane,74.56,K-12
,Public,Bryant Elementary School,3311 NE 60th St,King,99.77,K-12
,Public,Bryant Montessori Middle School,717 S Grant Ave,Pierce,95.24,K-12
,Public,Bryant Montessori School,2301 N Mildred St,Pierce,96.17,K-12
,Public,Bryn Mawr Elementary School,8212 S 118th St,King,97.48,K-12
,Private,Buena Vista Seventh-day Adventist School,3320 Academy Dr SE,King,85.44,K-12
,Private,Burley Christian School,14687 Olympic Dr SE,Kitsap,69.29,K-12
,Private,Burley Christian School Secondary,15999 Sidney Rd SW,Kitsap,80.0,K-12
,Public,Burley Glenwood Elementary,100 SW Lakeway Blvd,Kitsap,95.12,K-12
,Public,Burlington Edison High School,301 N Burlington Blvd,Skagit,96.95,K-12
,Public,Burlington-Edison Alternative School,301 N Burlington Blvd,Skagit,94.55,K-12
,Public,Burnt Bridge Creek Elementary School,14619 NE 49th St,Clark,89.09,K-12
,Public,Burton Elementary School,13501 NE 28th St,Clark,91.57,K-12
,Public,Butler Acres Elementary,1609 Burcham St,Cowlitz,95.38,K-12
,Public,Byron Kibler Elementary School,2057 Kibler Ave,King,88.37,K-12
,Private,Calvary Christian School,10611 W Clearwater Ave,Benton,74.67,K-12
,Public,CAM Academy,406 NW 5th Ave,Clark,69.17,K-12
,Public,Camas Connect Academy,1919 NE Ione St,Clark,93.94,K-12
,Public,Camas Elementary,1010 S Camas Ave,Yakima,97.36,K-12
,Public,Camas High School,26900 SE 15th St,Clark,96.8,K-12
,Public,Camas Prairie Elementary,320 176th St E,Pierce,96.18,K-12
,Public,Camelot Elementary School,4041 S 298th St,King,89.01,K-12
,Public,Campbell Hill Elementary School,6418 S 124th St,King,93.66,K-12
,Public,Canyon Creek Elementary,21400 35th Ave SE,Snohomish,97.5,K-12
,Public,Canyon Creek Middle School,9731 Washougal River Rd,Skamania,97.13,K-12
,Public,Canyon Park Middle School,23723 23rd Ave SE,Snohomish,99.35,K-12
,Public,Canyon Ridge Middle School,11000 SE 264th St,King,95.77,K-12
,Public,Canyon View Elementary School,1229 W 22nd Pl,Benton,96.57,K-12
,Public,Cap Sante High School,1600 20th St,Skagit,84.13,K-12
,Public,Cape Horn Skye Elementary,9731 Washougal River Rd,Skamania,92.5,K-12
,Public,Capital High School,2707 Conger Ave NW,Thurston,92.8,K-12
,Private,Capital Montessori School,730 Lilly Rd SE,Thurston,94.12,K-12
,Public,Capt Johnston Blakely Elementary School,4704 Blakely Ave NE,Kitsap,98.01,K-12
,Public,Captain Gray STEM Elementary,1102 N 10th Ave,Franklin,97.83,K-12
,Public,Captain Strong,1002 NW 6th Ave,Clark,88.34,K-12
,Public,Carbonado Historical School 19,301 Oferrell Dr,Pierce,95.29,K-12
,Public,Career Academy at Truman High School,31455 28th Ave S,King,97.83,K-12
,Public,Carl Cozier Elementary School,1330 Lincoln St,Whatcom,94.1,K-12
,Public,Carmichael Middle School,620 Thayer Dr,Benton,97.9,K-12
,Public,Carnation Elementary School,4950 Tolt Ave,King,96.06,K-12
,Public,Carriage Crest Elementary School,18235 140th Ave SE,King,94.48,K-12
,Public,Carrolls Elementary,601 Crawford St,Cowlitz,96.91,K-12
,Public,Carson Elementary,8615 184th St E,Pierce,97.42,K-12
,Public,Carson Elementary,1035 244th Ave NE,King,98.63,K-12
,Public,Carson Elementary School,351 Hot Springs Ave,Skamania,96.01,K-12
,Public,Carter Lake Elementary School,3420 Lincoln Blvd SW,Pierce,96.37,K-12
,Private,Cascade Christian Academy,600 N Western Ave,Chelan,92.82,K-12
,Private,Cascade Christian Schools - Junior High/High School,811 21st St SE,Pierce,92.14,K-12
,Private,Cascade Christian Schools - Puyallup Elementary,811 21st St SE,Pierce,89.88,K-12
,Public,Cascade Elementary,5200 100th St NE,Snohomish,92.49,K-12
,Public,Cascade Elementary,2330 N Baker Ave,Douglas,96.74,K-12
,Public,Cascade Elementary School,16022 116th Ave SE,King,96.37,K-12
,Public,Cascade Elementary School,505 S Highland Dr,Benton,94.94,K-12
,Public,Cascade High School,801 E Casino Rd,Snohomish,95.96,K-12
,Public,Cascade High School,10190 Chumstick Hwy,Chelan,98.13,K-12
,Public,Cascade Home-Link,330 Evans St,Chelan,85.0,K-12
,Public,Cascade K-8 Community School,2800 NE 200th St,King,97.55,K-12
,Public,Cascade Middle School,1015 24th St NE,King,98.0,K-12
,Public,Cascade Middle School,905 McGarigle Rd,Skagit,96.33,K-12
,Public,Cascade Middle School,2821 Parkview Dr,Cowlitz,98.43,K-12
,Public,Cascade Middle School,13900 NE 18th St,Clark,96.55,K-12
,Public,Cascade Parent Partnership Program,2919 1st Ave W,King,90.29,K-12
,Public,Cascade Ridge Elementary,2020 Trossachs Blvd SE,King,98.43,K-12
,Public,Cascade View Elementary,13601 32nd Ave S,King,94.65,K-12
,Public,Cascade View Elementary,2401 Park Ave,Snohomish,90.64,K-12
,Public,Cascade View Elementary School,34816 SE Ridge St,King,99.52,K-12
,Private,Cascade Vista Baptist School,11517 SE 208th St,King,49.11,K-12
,Private,Cascades Montessori Middle School,2710 McKenzie Ave,Whatcom,96.43,K-12
,Public,Cascadia Elementary,6175 Church Rd,Whatcom,93.51,K-12
,Public,Cascadia Elementary,1700 N 90th St,King,99.03,K-12
,Public,Cascadia High School,7299 New Market St SW,Thurston,96.79,K-12
,Private,Cascadia School,4239 162nd Ave NE,King,100.0,K-12
,Private,Cascadia School,10606 NE 14th St,Clark,93.43,K-12
,Public,Cascadia Technical Academy Skills Center,12200 NE 28th St,Clark,95.14,K-12
,Public,Cashmere High School,329 Tigner Rd,Chelan,97.39,K-12
,Public,Cashmere Middle School,300 Tigner Rd,Chelan,98.73,K-12
,Public,Castlerock Early Learning Center,112 S Elliott Ave,Chelan,100.0,K-12
,Private,Cataldo Catholic School,455 W 18th Ave,Spokane,92.45,K-12
,Public,Catharine Blaine K-8 School,2550 34th Ave W,King,98.88,K-12
,Public,Cathcart Elementary,8201 188th St SE,Snohomish,94.83,K-12
,Public,Cavelero Mid High School,8220 24th St SE,Snohomish,96.38,K-12
,Private,"Cedar Crest Academy, Bellewood",2125 112th Ave NE,King,99.43,K-12
,Private,"Cedar Crest Academy, Northup",2700 Northup Way,King,100.0,K-12
,Private,"Cedar Crest Academy, Park Highland",308 118th Ave SE,King,100.0,K-12
,Private,"Cedar Crest Academy, Redmond",17720 NE 65th St,King,97.06,K-12
,Public,Cedar Heights Middle School,2220 Pottery Ave,Kitsap,98.07,K-12
,Public,Cedar Heights Middle School,19640 SE 272nd St,King,96.18,K-12
,Public,Cedar High School,937 W Alpine Way,Mason,97.78,K-12
,Private,Cedar Park Christian School - Bothell Campus,16300 112th Ave NE,King,96.38,K-12
,Private,Cedar Park Christian School - Mill Creek Campus,13000 21st Dr SE,Snohomish,75.09,K-12
,Private,Cedar Park Christian School-Lynnwood,17931 64th Ave W,Snohomish,87.98,K-12
,Public,Cedar Park Elementary School,13224 37th Ave NE,King,97.0,K-12
,Public,Cedar River Elementary,22615 Sweeney Rd SE,King,94.86,K-12
,Private,Cedar River Montessori School,15828 SE Jones Rd,King,98.53,K-12
,Public,Cedar Trails Elementary,4399 Issaquah Pine Lake Rd SE,King,98.61,K-12
,Private,Cedar Tree Classical Christian School,20601 NE 29th Ave,Clark,72.27,K-12
,Private,Cedar Tree Montessori,2114 Broadway,Whatcom,94.12,K-12
,Public,Cedar Valley Elementary,19200 56th Ave W,Snohomish,96.41,K-12
,Public,Cedar Valley Elementary School,26500 Timberlane Way SE,King,94.74,K-12
,Public,Cedar Way Elementary,22222 39th Ave W,Snohomish,97.45,K-12
,Public,Cedar Wood Elementary,3414 168th St SE,Snohomish,98.25,K-12
,Public,Cedarcrest High School,29000 NE 150th St,King,97.67,K-12
,Public,Cedarcrest Middle School,19120 13th Avenue Ct E,Pierce,96.92,K-12
,Public,Cedarcrest School,6400 88th St NE,Snohomish,95.34,K-12
,Public,Cedarhome Elementary School,27911 68th Ave NW,Snohomish,89.66,K-12
,Public,Cedarhurst Elementary,611 S 132nd St,King,96.02,K-12
,Private,Celebration Center & Celebration Kidz,13603 86th Ave E,Pierce,66.67,K-12
,Public,Centennial Elementary Bethel,24353 Mathias Rd E,Pierce,93.88,K-12
,Public,Centennial Elementary Olympia,2637 45th Ave SE,Thurston,94.5,K-12
,Public,Centennial Elementary School,3100 E Martin Rd,Skagit,93.19,K-12
,Public,Centennial Middle School,915 N Ella Rd,Spokane,93.51,K-12
,Public,Centennial Middle School,3000 S Machias Rd,Snohomish,95.83,K-12
,Public,Centerville Elementary,2315 Centerville Hwy,Klickitat,88.17,K-12
,Public,Central Avenue Elementary,4505 104th St E,Pierce,96.22,K-12
,Public,Central Elementary,5610 2nd Ave,Whatcom,90.25,K-12
,Public,Central Elementary School,601 Talcott St,Skagit,95.17,K-12
,Public,Central Elementary School,310 Simpson Ave,Grays Harbor,98.54,K-12
,Public,Central Emerson Elementary,1103 Pine Ave,Snohomish,95.12,K-12
,Public,Central Kitsap High School,10140 Frontier Pl NW,Kitsap,98.26,K-12
,Public,Central Kitsap Middle School,3850 NW Anderson Hill Rd,Kitsap,97.34,K-12
,Public,Central Park Elementary,601 School Rd,Grays Harbor,85.0,K-12
,Public,Central Valley High School,821 S Sullivan Rd,Spokane,93.17,K-12
,Public,Central Valley Virtual Integrated Parent Partnership,1512 N Barker Rd,Spokane,73.56,K-12
,Public,Central Valley Virtual Learning High School,13208 E Sprague Ave,Spokane,89.19,K-12
,Private,Centralia Christian School,1315 S Tower Ave,Lewis,86.55,K-12
,Public,Centralia High School,813 Eshom Rd,Lewis,94.36,K-12
,Public,Centralia Middle School,901 Johnson Rd,Lewis,98.2,K-12
,Public,Chain Lake Elementary School,12125 Chain Lake Rd,Snohomish,94.89,K-12
,Public,Challenge Elementary,5409 228th St SW,Snohomish,99.47,K-12
,Public,Challenger Elementary,25200 SE Klahanie Blvd,King,98.01,K-12
,Public,Challenger Elementary,9600 Holly Dr,Snohomish,91.58,K-12
,Public,Challenger High School,18117 A St S,Pierce,97.16,K-12
,Public,Chambers Elementary,9101 56th St W,Pierce,95.87,K-12
,Public,Chambers Prairie Elementary School,6501 Virginia St SE,Thurston,95.43,K-12
,Public,Charles Francis Adams High School,401 Chestnut St,Asotin,98.95,K-12
,Private,Charles Wright Academy,7723 Chambers Creek Rd W,Pierce,98.55,K-12
,Public,Chase Lake Elementary,21603 84th Ave W,Snohomish,97.41,K-12
,Public,Chase Middle School,4747 E 37th Ave,Spokane,95.06,K-12
,Public,Chattaroy Elementary,25717 N Yale Rd,Spokane,78.28,K-12
,Public,Chautauqua Elementary,9309 SW Cemetery Rd,King,97.47,K-12
,Public,Chehalis Middle School,1060 SW 20th St,Lewis,97.33,K-12
,Public,Chelan High School,215 Webster Ave,Chelan,96.58,K-12
,Public,Chelan Middle School,215 Webster Ave,Chelan,97.07,K-12
,Public,Chelan School of Innovation,324 E Johnson Ave,Chelan,100.0,K-12
,Public,Cheney High School,460 N 6th St,Spokane,95.45,K-12
,Public,Cheney Middle School,740 W Betz Rd,Spokane,98.08,K-12
,Public,Cherry Crest Elementary School,12400 NE 32nd St,King,99.46,K-12
,Public,Cherry Valley Elementary School,26701 NE Cherry Valley Rd,King,96.67,K-12
,Public,Cherrydale Elementary,1201 Galloway St,Pierce,93.33,K-12
,Public,Chester Elementary School,3525 S Pines Rd,Spokane,90.8,K-12
,Public,Chester H Thompson Elementary,303 159th St E,Pierce,97.19,K-12
,Private,Chesterton Academy of Notre Dame,2706 E Queen Ave,Spokane,75.0,K-12
,Private,Chesterton Academy of St. Michael,12034 115th Ave NE,King,66.67,K-12
,Private,Chestnut Hill Academy,13633 SE 26th St,King,99.46,K-12
,Public,Chewelah Open Doors Reengagement Program,106 W Lincoln Ave,Stevens,82.35,K-12
,Public,Chiawana High School,8125 W Argent Rd,Franklin,97.08,K-12
,Public,Chief Joseph Middle School,504 Wilson St,Benton,96.71,K-12
,Public,Chief Kamiakin Elementary School,1110 S 6th St,Yakima,99.07,K-12
,Public,Chief Kanim Middle School,32627 SE Redmond Fall City Rd,King,99.39,K-12
,Public,Chief Sealth International High School,2600 SW Thistle St,King,98.05,K-12
,Public,Chief Umtuch Middle,700 NW 9th St,Clark,91.15,K-12
,Private,Children's Garden Montessori / Cadence Academy Montessori,2440 Garlick Blvd,Benton,87.1,K-12
