Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,Samuel Woodfill Elementary,,Campbell,92.42,Kindergarten
,Public,Southgate Public School,,Campbell,100.0,Kindergarten
,Private,ST MARY SCHOOL,,Campbell,100.0,Kindergarten
,Private,St. Joseph,,Campbell,100.0,Kindergarten
,Private,Sts Peter & Paul School,,Campbell,94.44,Kindergarten
,Public,Carlisle County Elementary,,Carlisle,89.58,Kindergarten
,Private,Christian Academy of Carrollton,,Carroll,66.67,Kindergarten
,Public,Kathryn Winn Primary,,Carroll,94.66,Kindergarten
,Private,Carter Christian Academy,,Carter,58.33,Kindergarten
,Public,Carter City Elementary,,Carter,95.65,Kindergarten
,Public,Heritage Elementary,,Carter,93.88,Kindergarten
,Public,Olive Hill Elementary,,Carter,91.43,Kindergarten
,Public,Prichard Elementary,,Carter,93.02,Kindergarten
,Public,Star Elementary,,Carter,89.47,Kindergarten
,Public,Tygart Creek Elementary School,,Carter,92.31,Kindergarten
,Public,Jones Park Elem,,Casey,97.14,Kindergarten
,Public,Liberty Elementary,,Casey,98.11,Kindergarten
,Public,Walnut Hill Elementary,,Casey,89.36,Kindergarten
,Public,Crofton Elementary School,,Christian,91.67,Kindergarten
,Public,Freedom Elementary School,,Christian,98.67,Kindergarten
,Private,Heritage Christian Academy,,Christian,74.29,Kindergarten
,Public,Indian Hills Elementary School,,Christian,89.74,Kindergarten
,Public,Millbrooke Elementary School,,Christian,97.59,Kindergarten
,Public,Pembroke Elementary School,,Christian,96.08,Kindergarten
,Public,Sinking Fork Elementary,,Christian,92.59,Kindergarten
,Public,South Christian Elementary School,,Christian,93.2,Kindergarten
,Private,Sts. Peter and Paul Catholic School,,Christian,82.35,Kindergarten
,Private,University Heights Academy,,Christian,81.82,Kindergarten
,Public,Calvary Christian School,,Clark,88.46,Kindergarten
,Public,Conkwright Elementary,,Clark,97.67,Kindergarten
,Private,Grace Bible Academy,,Clark,88.24,Kindergarten
,Public,Shearer Elementary,,Clark,97.56,Kindergarten
,Private,St. Agatha Academy,,Clark,92.86,Kindergarten
,Public,Strode Station Elementary School,,Clark,99.01,Kindergarten
,Public,Willis Justice Elementary,,Clark,100.0,Kindergarten
,Public,Big Creek Elementary,,Clay,92.31,Kindergarten
,Public,Burning Springs Elementary,,Clay,85.0,Kindergarten
,Public,Goose Rock Elementary,,Clay,87.5,Kindergarten
,Public,Hacker Elementary,,Clay,86.96,Kindergarten
,Public,Manchester Elementary,,Clay,100.0,Kindergarten
,Private,Oneida Baptist Institute,,Clay,31.82,Kindergarten
,Public,Oneida Elementary,,Clay,84.62,Kindergarten
,Public,Paces Creek Elementary,,Clay,87.23,Kindergarten
,Public,Clinton County Early Childhood Center,,Clinton,69.57,Kindergarten
,Public,Crittenden County Elementary,,Crittenden,90.0,Kindergarten
,Public,Cumberland County Elementary School,,Cumberland,87.32,Kindergarten
,Public,Audubon Elementary,,Daviess,83.67,Kindergarten
,Public,Country Heights Elementary,,Daviess,87.18,Kindergarten
,Public,Cravens Elementary,,Daviess,88.14,Kindergarten
,Public,Deer Park Elementary,,Daviess,85.71,Kindergarten
,Public,East View Elementary,,Daviess,96.0,Kindergarten
,Public,Estes Elementary,,Daviess,94.12,Kindergarten
,Public,F T Burns Elementary,,Daviess,94.83,Kindergarten
,Public,Foust Elementary,,Daviess,90.91,Kindergarten
,Private,Heritage Christian School,,Daviess,33.33,Kindergarten
,Public,Highland Elementary,,Daviess,93.85,Kindergarten
,Private,Mary Carrico Memorial School,,Daviess,87.5,Kindergarten
,Public,Meadow Lands Elementary,,Daviess,84.21,Kindergarten
,Public,Newton Parrish Elementary,,Daviess,94.32,Kindergarten
,Private,Owensboro Catholic,,Daviess,89.89,Kindergarten
,Public,Sorgho Elementary,,Daviess,93.48,Kindergarten
,Public,Southern Oaks Elementary,,Daviess,93.75,Kindergarten
,Private,St. Mary of the Woods School,,Daviess,95.83,Kindergarten
,Public,Sutton Elementary,,Daviess,94.59,Kindergarten
,Public,Tamarack Elementary,,Daviess,98.84,Kindergarten
,Public,West Louisville Elementar,,Daviess,86.96,Kindergarten
,Public,Whitesville Elementary,,Daviess,88.33,Kindergarten
,Public,Kyrock Elementary School,,Edmonson,88.68,Kindergarten
,Public,South Edmonson Elementary School,,Edmonson,84.44,Kindergarten
,Public,Elliott County Primary,,Elliott,83.33,Kindergarten
,Public,Estill Springs Elementary,,Estill,94.59,Kindergarten
,Public,West Irvine Elementary,,Estill,92.31,Kindergarten
,Public,Arlington Elementary,,Fayette,92.68,Kindergarten
,Public,Ashland Elementary,,Fayette,97.62,Kindergarten
,Public,Athens Chilesburg Elementary,,Fayette,96.75,Kindergarten
,Public,Booker T Washington Elementary,,Fayette,93.55,Kindergarten
,Public,Breckinridge Elementary,,Fayette,93.58,Kindergarten
,Public,Brenda Cowan Elementary,,Fayette,96.94,Kindergarten
,Public,Cardinal Valley,,Fayette,91.21,Kindergarten
,Public,Cassidy Elementary,,Fayette,96.3,Kindergarten
,Private,Christ the King School,,Fayette,100.0,Kindergarten
,Public,Clays Mill Elementary,,Fayette,98.65,Kindergarten
,Private,Community Montessori School,,Fayette,100.0,Kindergarten
,Public,Coventry Oak Elementary,,Fayette,94.29,Kindergarten
,Public,Deep Springs Elementary,,Fayette,95.77,Kindergarten
,Public,Dixie Elementary,,Fayette,95.29,Kindergarten
,Public,Garden Springs Elementary,,Fayette,91.8,Kindergarten
,Public,Garrett Morgan Elementary,,Fayette,96.77,Kindergarten
,Public,George Washington Carver STEM Academy,,Fayette,95.65,Kindergarten
,Public,Glendover Elementary,,Fayette,91.89,Kindergarten
,Private,Good Shepherd Day School,,Fayette,93.75,Kindergarten
,Public,Harrison Elementary,,Fayette,82.5,Kindergarten
,Public,James Lane Allen Elementary,,Fayette,95.0,Kindergarten
,Public,Julius Mark Elementary,,Fayette,93.44,Kindergarten
,Public,Lansdowne Elementary,,Fayette,98.8,Kindergarten
,Private,Lexington Christian Academy,,Fayette,88.1,Kindergarten
,Private,Lexington Latin School,,Fayette,48.57,Kindergarten
,Private,Lexington Universal Academy,,Fayette,100.0,Kindergarten
,Public,Liberty Elementary,,Fayette,95.65,Kindergarten
,Private,Mary Queen of the Holy Rosary Catholic School,,Fayette,90.7,Kindergarten
,Public,Mary Todd Elementary,,Fayette,90.57,Kindergarten
,Public,Maxwell Spanish Immersion Elementary,,Fayette,97.0,Kindergarten
,Public,Meadowthorpe Elementary,,Fayette,94.62,Kindergarten
,Public,Millcreek Elementary,,Fayette,93.67,Kindergarten
,Public,Northern Elementary,,Fayette,97.83,Kindergarten
,Public,Picadome Elementary,,Fayette,94.03,Kindergarten
,Private,Providence Montessori School,,Fayette,95.24,Kindergarten
,Private,Redwood Cooperative School,,Fayette,85.71,Kindergarten
,Public,Rise STEM Academy for Girls,,Fayette,93.1,Kindergarten
,Public,Rosa Parks Elementary,,Fayette,91.57,Kindergarten
,Public,Russell Cave Elementary,,Fayette,94.0,Kindergarten
,Public,Sandersville Elementary,,Fayette,97.89,Kindergarten
,Private,Sayre School,,Fayette,100.0,Kindergarten
,Private,Seton Catholic School,,Fayette,92.86,Kindergarten
,Public,Southern Elementary,,Fayette,98.18,Kindergarten
,Public,Squires Elementary,,Fayette,96.15,Kindergarten
,Public,Stonewall Elementary,,Fayette,94.44,Kindergarten
,Private,Sts Peter and Paul,,Fayette,91.3,Kindergarten
,Private,Summit Christian Academy,,Fayette,76.19,Kindergarten
,Public,Tates Creek Elementary,,Fayette,96.94,Kindergarten
,Private,The Lexington School,,Fayette,100.0,Kindergarten
,Private,Trinity Christian Academy,,Fayette,76.92,Kindergarten
,Public,Veterans Park Elementary,,Fayette,94.55,Kindergarten
,Private,Walnut Hill Day School,,Fayette,90.91,Kindergarten
,Public,Wellington Elementary,,Fayette,95.4,Kindergarten
,Public,William Wells Brown Elementary,,Fayette,84.0,Kindergarten
,Public,Yates Elementary,,Fayette,94.55,Kindergarten
,Public,Ewing Elementary,,Fleming,95.35,Kindergarten
,Public,Flemingsburg Elementary School,,Fleming,95.29,Kindergarten
,Public,Hillsboro Elementary,,Fleming,85.71,Kindergarten
,Public,Allen Elementary,,Floyd,97.22,Kindergarten
,Public,Betsy Layne Elementary School,,Floyd,98.21,Kindergarten
,Public,Duff Allen Central Elementary,,Floyd,96.77,Kindergarten
,Public,John M Stumbo,,Floyd,95.45,Kindergarten
,Public,May Valley Elementary School,,Floyd,96.36,Kindergarten
,Public,Prestonsburg Elementary Schools,,Floyd,92.23,Kindergarten
,Public,South Floyd Elementary,,Floyd,93.75,Kindergarten
,Public,Bridgeport Elementary,,Franklin,89.47,Kindergarten
,Private,Capital Day School,,Franklin,100.0,Kindergarten
,Public,Collins Lane Elementary,,Franklin,87.18,Kindergarten
,Public,Early Learning Village,,Franklin,94.86,Kindergarten
,Private,Good Shepherd Catholic School,,Franklin,95.83,Kindergarten
,Public,Second Street School,,Franklin,98.04,Kindergarten
,Private,The Frankfort Christian Academy,,Franklin,88.0,Kindergarten
,Public,Westridge Elementary,,Franklin,100.0,Kindergarten
,Public,Fulton County Elementary,,Fulton,95.0,Kindergarten
,Public,Fulton Independent School,,Fulton,95.0,Kindergarten
,Public,Gallatin County Lower Elementary,,Gallatin,94.51,Kindergarten
,Public,Camp Dick Robinson Elementary,,Garrard,78.79,Kindergarten
,Public,Lancaster Elementary School,,Garrard,47.83,Kindergarten
,Public,Paint Lick Elementary,,Garrard,86.49,Kindergarten
,Public,Crittenden Mt. Zion Elem,,Grant,98.57,Kindergarten
,Public,Dry Ridge Elementary,,Grant,95.65,Kindergarten
,Public,Mason Corinth Elementary,,Grant,89.58,Kindergarten
,Public,Sherman Elem.,,Grant,91.07,Kindergarten
,Public,Williamstown Elementary School,,Grant,96.61,Kindergarten
,Public,Fancy Farm Elementary,,Graves,97.78,Kindergarten
,Public,Farmington Elementary School,,Graves,97.3,Kindergarten
,Public,Graves County Central,,Graves,91.53,Kindergarten
,Public,Mayfield Elementary School,,Graves,94.49,Kindergarten
,Private,Northside Baptist Christian School,,Graves,83.33,Kindergarten
,Public,Sedalia Elementary School,,Graves,97.67,Kindergarten
,Public,Symsonia Elementary School,,Graves,95.24,Kindergarten
,Public,Wingo Elementary School,,Graves,91.49,Kindergarten
,Public,Caneyville Elementary,,Grayson,91.49,Kindergarten
,Public,Clarkson Elementary,,Grayson,96.97,Kindergarten
,Public,H.W. Wilkey Elementary,,Grayson,98.53,Kindergarten
,Public,Oran P. Lawler Elementary,,Grayson,98.04,Kindergarten
,Public,Green County Primary School,,Green,93.81,Kindergarten
,Public,Argillite Elementary,,Greenup,83.33,Kindergarten
,Public,Campbell Elementary,,Greenup,94.94,Kindergarten
,Public,Greenup County School of Innovation,,Greenup,85.0,Kindergarten
,Public,Greysbranch Elementary,,Greenup,78.72,Kindergarten
,Public,Mckell Elementary,,Greenup,97.01,Kindergarten
,Public,Russell Primary,,Greenup,82.66,Kindergarten
,Public,North Hancock Elementary School,,Hancock,98.67,Kindergarten
,Public,South Hancock Elementary,,Hancock,100.0,Kindergarten
,Public,Cecilia Valley Elementary School,,Hardin,92.19,Kindergarten
,Public,Creekside Elementary,,Hardin,86.15,Kindergarten
,Public,G. C. Burkhead Elementary,,Hardin,92.94,Kindergarten
,Public,Heartland,,Hardin,97.18,Kindergarten
,Public,Lakewood Elementary School,,Hardin,96.67,Kindergarten
,Public,Lincoln Trail Elementary,,Hardin,98.82,Kindergarten
,Public,New Highland Elementary School,,Hardin,85.29,Kindergarten
,Private,North Hardin Christian School,,Hardin,70.83,Kindergarten
,Public,North Park Elementary School,,Hardin,83.47,Kindergarten
,Public,Panther Academy,,Hardin,97.78,Kindergarten
,Public,Rineyville Elementary,,Hardin,91.95,Kindergarten
,Private,St James Catholic School,,Hardin,95.12,Kindergarten
,Public,Black Mtn Elem School,,Harlan,88.89,Kindergarten
,Public,Cawood Elementary School,,Harlan,83.33,Kindergarten
,Public,Cumberland Elementary School,,Harlan,81.67,Kindergarten
,Public,Evarts Elementary School,,Harlan,73.53,Kindergarten
,Public,Green Hills Elementary,,Harlan,85.0,Kindergarten
,Public,Harlan Independent Schools,,Harlan,83.16,Kindergarten
,Public,JACES,,Harlan,18.75,Kindergarten
,Public,Rosspoint Elementary School,,Harlan,78.38,Kindergarten
,Public,Wallins Elementary School,,Harlan,61.11,Kindergarten
,Public,Eastside Elementary,,Harrison,93.62,Kindergarten
,Public,Northside Elementary,,Harrison,96.0,Kindergarten
,Public,Southside Elementary,,Harrison,92.75,Kindergarten
,Public,Westside Elementary,,Harrison,85.71,Kindergarten
,Public,Bonnieville Elementary,,Hart,88.46,Kindergarten
,Public,Cub Run Elementary School,,Hart,52.38,Kindergarten
,Public,LeGrande Elementary,,Hart,97.14,Kindergarten
,Public,Memorial,,Hart,88.46,Kindergarten
,Public,Munfordville Elementary School,,Hart,79.07,Kindergarten
,Public,A.B. Chandler,,Henderson,100.0,Kindergarten
,Public,Bend Gate,,Henderson,90.41,Kindergarten
,Public,Cairo Elementary School,,Henderson,89.36,Kindergarten
,Public,East Heights Elementary,,Henderson,85.71,Kindergarten
,Private,Holy Name of Jesus Catholic School,,Henderson,94.87,Kindergarten
,Public,Jefferson Elementary,,Henderson,83.61,Kindergarten
,Public,Niagara Elementary,,Henderson,95.83,Kindergarten
,Public,South Heights Elementary,,Henderson,93.33,Kindergarten
,Public,Spottsville Elementary,,Henderson,96.51,Kindergarten
,Public,Campbellsburg Elementary,,Henry,96.3,Kindergarten
,Public,Eastern Elementary School,,Henry,100.0,Kindergarten
,Public,Eminence Elementary,,Henry,96.08,Kindergarten
,Public,New Castle Elementary,,Henry,94.83,Kindergarten
,Public,Hickman County Elementary,,Hickman,88.33,Kindergarten
,Private,Christ the King Catholic School,,Hopkins,80.0,Kindergarten
,Public,Dawson Springs Jr/High School,,Hopkins,86.67,Kindergarten
,Public,Grapevine Elementary School,,Hopkins,95.83,Kindergarten
,Public,Hanson Elementary School,,Hopkins,91.89,Kindergarten
,Public,Jessie Stuart Elementary School,,Hopkins,93.51,Kindergarten
,Public,Pride Elementary School,,Hopkins,91.18,Kindergarten
,Public,Southside Elementary School,,Hopkins,88.0,Kindergarten
,Public,West Broadway Elementary School,,Hopkins,93.88,Kindergarten
,Public,West Hopkins School,,Hopkins,91.3,Kindergarten
,Public,McKee Elementary,,Jackson,93.75,Kindergarten
,Public,Sand Gap Elementary,,Jackson,100.0,Kindergarten
,Public,Tyner Elem School,,Jackson,94.74,Kindergarten
,Public,Alex Kennedy Elementary,,Jefferson,76.67,Kindergarten
,Public,Anchorage Public School,,Jefferson,97.62,Kindergarten
,Private,Ascension Catholic School,,Jefferson,100.0,Kindergarten
,Public,Atkinson Academy,,Jefferson,75.0,Kindergarten
,Public,Auburndale Elementary,,Jefferson,91.18,Kindergarten
,Public,Audubon Traditional Elementary,,Jefferson,95.92,Kindergarten
,Public,Bates Elementary,,Jefferson,92.0,Kindergarten
,Private,Beth Haven Christian School,,Jefferson,90.0,Kindergarten
,Public,Blake Elementary,,Jefferson,89.87,Kindergarten
,Public,Bloom Elementary,,Jefferson,90.79,Kindergarten
,Public,Blue Lick Elementary,,Jefferson,84.81,Kindergarten
,Public,Bowen Elementary,,Jefferson,89.74,Kindergarten
,Public,Brandeis Elementary,,Jefferson,93.42,Kindergarten
,Public,Breckenridge Franklin Elementary,,Jefferson,78.08,Kindergarten
,Public,Byck Elementary,,Jefferson,84.09,Kindergarten
,Public,Camp Taylor Elementary,,Jefferson,91.84,Kindergarten
,Public,Cane Run Elementary,,Jefferson,90.38,Kindergarten
,Public,Carter Traditional Elementary,,Jefferson,98.41,Kindergarten
,Public,Chancey Elementary,,Jefferson,93.51,Kindergarten
,Public,Chenoweth Elementary,,Jefferson,93.41,Kindergarten
,Private,Christian Academy of Louisville - English Station Campus,,Jefferson,87.74,Kindergarten
,Public,Cochran Elementary,,Jefferson,83.33,Kindergarten
,Public,Cochrane Elementary,,Jefferson,94.87,Kindergarten
,Public,Coleridge Taylor Montessori Elementary,,Jefferson,88.41,Kindergarten
,Public,Coral Ridge Elementary,,Jefferson,95.06,Kindergarten
,Public,Crums Lane Elementary,,Jefferson,89.87,Kindergarten
,Public,Dixie Elementary,,Jefferson,95.16,Kindergarten
,Public,Dr. William H. Perry Elementary School,,Jefferson,65.06,Kindergarten
,Public,Dunn Elementary,,Jefferson,88.0,Kindergarten
,Public,Eisenhower Elementary,,Jefferson,94.74,Kindergarten
,Public,Fairdale Elementary,,Jefferson,89.81,Kindergarten
,Public,Farmer Elementary,,Jefferson,89.43,Kindergarten
,Public,Fern Creek Elementary,,Jefferson,86.29,Kindergarten
,Public,Field Elementary,,Jefferson,91.78,Kindergarten
,Public,Foster Traditional Academy,,Jefferson,88.24,Kindergarten
,Public,Frayser Elementary,,Jefferson,83.1,Kindergarten
,Private,Friends School,,Jefferson,100.0,Kindergarten
,Public,Goldsmith Elementary,,Jefferson,90.0,Kindergarten
,Public,Greathouse/Shryock Traditional,,Jefferson,94.79,Kindergarten
,Public,Greenwood Elementary,,Jefferson,94.44,Kindergarten
,Public,Gutermuth Elementary,,Jefferson,89.29,Kindergarten
,Public,Hartstern Elementary,,Jefferson,86.6,Kindergarten
,Private,Harvey Browne Preschool,,Jefferson,100.0,Kindergarten
,Public,Hawthorne Elementary,,Jefferson,96.1,Kindergarten
,Public,Hazelwood Elementary,,Jefferson,90.41,Kindergarten
,Private,Highland Presbyterian Church Nursery & Weekday School,,Jefferson,100.0,Kindergarten
,Private,Highlands Latin School,,Jefferson,61.29,Kindergarten
,Public,Hite Elementary,,Jefferson,87.1,Kindergarten
,Private,Holy Angels Academy,,Jefferson,84.62,Kindergarten
,Private,Holy Spirit School,,Jefferson,70.0,Kindergarten
,Private,Holy Trinity Parish School,,Jefferson,95.52,Kindergarten
,Public,Indian Trail Elementary,,Jefferson,86.79,Kindergarten
,Private,Islamic School of Louisville,,Jefferson,95.45,Kindergarten
,Public,J. Graham Brown,,Jefferson,100.0,Kindergarten
,Public,Jacob Elementary,,Jefferson,94.12,Kindergarten
,Public,Jeffersontown Elementary,,Jefferson,98.98,Kindergarten
,Public,Johnstontown Road,,Jefferson,91.86,Kindergarten
,Public,Kennedy Elementary,,Jefferson,80.0,Kindergarten
,Private,Kentucky Country Day,,Jefferson,98.04,Kindergarten
,Public,Kenwood Elementary,,Jefferson,87.25,Kindergarten
,Public,Kerrick Elementary,,Jefferson,94.87,Kindergarten
,Public,King Elementary,,Jefferson,68.52,Kindergarten
,Public,Klondike Lane Elementary,,Jefferson,87.76,Kindergarten
,Private,Landmark Christian Academy,,Jefferson,90.91,Kindergarten
,Public,Laukhuf Elementary,,Jefferson,95.37,Kindergarten
,Public,Layne Elementary,,Jefferson,90.91,Kindergarten
,Public,Lincoln Elementary Performing Arts,,Jefferson,90.53,Kindergarten
,Private,Louisville Collegiate School,,Jefferson,100.0,Kindergarten
,Public,Lowe Elementary,,Jefferson,88.0,Kindergarten
,Public,Luhr Elementary,,Jefferson,92.11,Kindergarten
,Public,Maupin Elementary,,Jefferson,81.36,Kindergarten
,Public,McFerran Preparatory Academy,,Jefferson,88.46,Kindergarten
,Public,Medora Elementary,,Jefferson,96.3,Kindergarten
,Private,Middletown Christian Preschool,,Jefferson,92.86,Kindergarten
,Public,Middletown Elementary,,Jefferson,95.06,Kindergarten
,Public,Mill Creek Elememtary,,Jefferson,85.71,Kindergarten
,Public,Minor's Lane Elementary,,Jefferson,79.63,Kindergarten
,Private,Montessori School of Louisville,,Jefferson,100.0,Kindergarten
,Public,Norton Commons Elementary,,Jefferson,96.74,Kindergarten
,Public,Norton Elementary,,Jefferson,97.35,Kindergarten
,Private,Notre Dame Academy,,Jefferson,95.35,Kindergarten
,Private,Nur Islamic School,,Jefferson,85.19,Kindergarten
,Public,Okolona Elementary,,Jefferson,94.44,Kindergarten
,Private,Our Lady of Lourdes,,Jefferson,97.67,Kindergarten
,Private,Portland Christian School,,Jefferson,85.71,Kindergarten
,Public,Portland Elementary,,Jefferson,83.33,Kindergarten
,Public,Price Elementary,,Jefferson,86.42,Kindergarten
,Public,Rangeland Elementary,,Jefferson,84.15,Kindergarten
,Public,Rutherford Elementary,,Jefferson,81.94,Kindergarten
,Private,Sacred Heart Schools,,Jefferson,88.64,Kindergarten
,Private,Saint Agnes School,,Jefferson,100.0,Kindergarten
,Private,Saint Albert the Great School,,Jefferson,97.3,Kindergarten
,Private,Saint Mary Academy,,Jefferson,96.97,Kindergarten
,Public,Sanders Elementary,,Jefferson,80.49,Kindergarten
,Public,Schaffner Traditional Elementary,,Jefferson,93.85,Kindergarten
,Public,Semple Elementary,,Jefferson,87.1,Kindergarten
