Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,Wilbur Cross School,1775 Reservoir Ave,Fairfield,93.9,Kindergarten
,Public,Edison Elementary,115 Boston Terrace,Fairfield,97.2,Kindergarten
,Public,Ellen P Hubbell,90 West Washington Street,Hartford,100,Kindergarten
,Public,Greene-Hills School,718 Pine Street,Hartford,100,Kindergarten
,Public,Ivy Drive Elementary School,160 Ivy Drive,Hartford,100,Kindergarten
,Public,Mountain View School,71 Vera Rd.,Hartford,95.8,Kindergarten
,Public,South Side School,21 Tuttle Rd,Hartford,100,Kindergarten
,Public,Stafford Elementary School,212 Louisiana Avenue,Hartford,100,Kindergarten
,Public,West Bristol School,500 Clark Ave,Hartford,100,Kindergarten
,Public,Broad Brook Elementary,14 Rye St,Hartford,97.8,Kindergarten
,Public,Candlewood Lake Elementary,100 Candlewood Lake Road,Fairfield,98.8,Kindergarten
,Public,Brooklyn Elementary School,119 Gorman Road,Windham,97.3,Kindergarten
,Public,Lake Garda,61 Monce Rd,Hartford,98.8,Kindergarten
,Public,North Canaan Elementary School,90 Pease Street,Litchfield,97.1,Kindergarten
,Public,Canterbury Elementary School,67 Kitt Road,Windham,100,Kindergarten
,Public,Cherry Brook Primary School,4 Barbourtown Rd,Hartford,94.1,Kindergarten
,Public,Essex Elementary School,108 Main Street,Middlesex,97.2,Kindergarten
,Public,Chapman Elementary,38 Country Club Road,New Haven,98,Kindergarten
,Public,Doolittle School,735 Cornwall Avenue,New Haven,100,Kindergarten
,Public,Highland Elementary School (Cheshire),490 Highland Avenue,New Haven,96.9,Kindergarten
,Public,Norton School,414 North Brooksvale Rd,New Haven,100,Kindergarten
,Non-public,St. Bridget School,171 Main St.,New Haven,94.1,Kindergarten
,Public,Joel Elementary School,137 Glenwood Road,Middlesex,97.7,Kindergarten
,Public,Colchester Elementary School,315 Halls Hill Rd,New London,99.3,Kindergarten
,Public,Horace Porter School,3 Schoolhouse Rd,Tolland,97.1,Kindergarten
,Public,Coventry Grammar School,3453 Main Street,Tolland,98.2,Kindergarten
,Public,Edna C Stevens School,25 Court Street,Middlesex,95.2,Kindergarten
,Public,Ellsworth Avenue School,53 Ellsworth Ave,Fairfield,86.3,Kindergarten
,Public,Great Plain Elementary School,10 Stadley Rough Road,Fairfield,100,Kindergarten
,Public,Hayestown Avenue School,42 Tamarack Avenue,Fairfield,99.1,Kindergarten
,Public,King Street Primary,151 South King Street,Fairfield,98.9,Kindergarten
,Public,Mill Ridge Primary,49A High Ridge Rd.,Fairfield,100,Kindergarten
,Public,Morris St School,28 Morris St School,Fairfield,100,Kindergarten
,Public,Park Avenue School,82 Park Avenue,Fairfield,96.7,Kindergarten
,Public,Pembroke Elementary School,34 1/2 Pembroke Road,Fairfield,98.6,Kindergarten
,Public,Shelter Rock Elementary,2 Crows Nest Lane,Fairfield,98.7,Kindergarten
,Public,South Street,129 South Street,Fairfield,96.5,Kindergarten
,Public,Stadley Rough Elementary,25 Karen Rd,Fairfield,98.8,Kindergarten
,Public,Hindley Elementary School,10 Nearwater Lane,Fairfield,100,Kindergarten
,Public,Holmes Elementary School (Darien),18 Hoyt Street,Fairfield,98.6,Kindergarten
,Public,Ox Ridge Elementary School,395 Mansfield Avenue,Fairfield,100,Kindergarten
,Public,Royle Elementary School,133 Mansfield Avenue,Fairfield,100,Kindergarten
,Public,Tokeneke,7 Old Farm Road,Fairfield,98.6,Kindergarten
,Public,Killingly Central School,60 Soap street,Windham,98.7,Kindergarten
,Public,Deep River Elementary School,12 River Street,Middlesex,93.8,Kindergarten
,Public,Bradley Elementary School,155 David Humphrey Rd,New Haven,100,Kindergarten
,Public,Irving Elementary School,9 Garden Place,New Haven,100,Kindergarten
,Public,Frederick Brewster Elementary School,126 Tuttle Road,Middlesex,100,Kindergarten
,Public,R. D. HUBBARD,139 Grove St,Hartford,95,Kindergarten
,Public,Carl Allgrove,33 Turkey Hills Road,Hartford,98.3,Kindergarten
,Public,Memorial Elementary School,20 Smith Street,Middlesex,99.2,Kindergarten
,Public,Anna Norris Elementary School,40 Remington Road,Hartford,100,Kindergarten
,Public,Dr. Franklin Mayberry Elementary School,101 Great Hill Rd,Hartford,98.3,Kindergarten
,Public,Dr. John Langford Elementary School,61 Alps Dr,Hartford,98.1,Kindergarten
,Public,Governor William Pitkin School,330 Hills street,Hartford,98,Kindergarten
,Public,Joseph O. Goodwin Elementary School,1235 Forbes Street,Hartford,97.8,Kindergarten
,Public,Riverside Magnet School,29 Willowbrook Road,Hartford,100,Kindergarten
,Public,Robert J. O'Brien Stem Academy,56 Farm Drive,Hartford,96.9,Kindergarten
,Public,Silver Lane Elementary School,15 Mercer Avenue,Hartford,100,Kindergarten
,Public,Thomas S. O'Connell Elementary School East,305 May Road,Hartford,98.8,Kindergarten
,Public,Deer Run Elementary School,311 Foxon Road,New Haven,100,Kindergarten
,Public,Grove J. Tuttle Elementary School,108 Prospect road,New Haven,100,Kindergarten
,Public,Momauguin,99 Cosey Beach Rd.,New Haven,100,Kindergarten
,Public,Flanders School,167 Boston Post Road,New London,100,Kindergarten
,Public,Samuel Staples Elementary School,515 Morehouse Road,Fairfield,100,Kindergarten
,Public,Center School (Ellington),49 Main St.,Tolland,96.7,Kindergarten
,Public,Crystal Lake School,59 South Rd.,Tolland,100,Kindergarten
,Public,Windermere School,2 Abbott Road,Tolland,100,Kindergarten
,Public,enfield street school,1318 enfield street,Hartford,100,Kindergarten
,Public,Hazardville Memorial Elementary,68 North Maple Street,Hartford,100,Kindergarten
,Public,Henry Barnard,27 Shaker Road,Hartford,99.2,Kindergarten
,Public,Burr Elementary,1960 Burr Street,Fairfield,98.2,Kindergarten
,Public,Holland Hill,105 Meadowcroft Road,Fairfield,98.2,Kindergarten
,Public,Jennings Elementary School,31 Palm Drive,Fairfield,100,Kindergarten
,Public,McKinley Elementary,60 Thompson st,Hartford,96.3,Kindergarten
,Public,Mill Hill School,635 Mill Hill Terrace,Fairfield,100,Kindergarten
,Public,North Stratfield Elementary School,190 Putting Green Road,Fairfield,98.3,Kindergarten
,Public,Osborn Hill Elementary School,760 Stillson Rd,Fairfield,100,Kindergarten
,Public,Riverfield,1625 Mill Plain Road,Fairfield,95.5,Kindergarten
,Public,Roger Sherman Elementary,250 Fern Street,Fairfield,100,Kindergarten
,Public,Stratfield,1407 Melville Ave,Fairfield,97.9,Kindergarten
,Public,Timothy Dwight Elementary School,1600 Redding Road,Fairfield,97.1,Kindergarten
,Public,East Farms Elementary,25 Wolf Pit Road,Hartford,100,Kindergarten
,Public,Noah Wallace School,2 School Street,Hartford,98.5,Kindergarten
,Public,Gales Ferry School,1858 Rt 12,New London,95.7,Kindergarten
,Public,Buttonball Lane Elementary School.,376 Buttonball Lane,Hartford,100,Kindergarten
,Public,Glastonbury East Hartford Magnet School,95 Oak Street,Hartford,98.5,Kindergarten
,Public,Hebron Avenue Elementary School,1363 Hebron Avenue,Hartford,98.4,Kindergarten
,Public,Naubuc School,84 Griswold St,Hartford,95.5,Kindergarten
,Public,Kelly Lane Primary School,60 Kelly Lane,Hartford,99.2,Kindergarten
,Public,Cos Cob Elementary,300 E Putnam Ave,Fairfield,100,Kindergarten
,Public,Glenville School,33 Riversville Rd,Fairfield,100,Kindergarten
,Non-public,Greenwich Academy,200 North Maple Ave,Fairfield,100,Kindergarten
,Non-public,Greenwich Country Day School,401 Old Church Road,Fairfield,100,Kindergarten
,Public,Hamilton Avenue,184 Hamilton Avenue,Fairfield,100,Kindergarten
,Public,Julian curtiss school,180 east elm street,Fairfield,100,Kindergarten
,Public,New Lebanon,25 Mead Ave,Fairfield,97.9,Kindergarten
,Public,North Street School,381 North Street,Fairfield,100,Kindergarten
,Public,Parkway,141 lower Cross Rd,Fairfield,100,Kindergarten
,Public,Riverside school,90 Hendrie Ave,Fairfield,98.9,Kindergarten
,Public,Catherine Kolnaski,500 Paquonnock Rd,New London,100,Kindergarten
,Public,charles barnum discovery magnet school,68 briar hill rd,New London,100,Kindergarten
,Public,Thames River Magnet School,250 Brandegee Avenue,New London,100,Kindergarten
,Public,AW Cox Elementary School,143 Three Mile Course,New Haven,93.1,Kindergarten
,Public,Calvin Leete Elementary School,280 S Union Street,New Haven,100,Kindergarten
,Public,Guilford Lakes Elementary School,40 Maupas Road,New Haven,98.4,Kindergarten
,Public,Melissa Jones Elementary,181 Ledge Hill Road,New Haven,100,Kindergarten
,Public,ACES Wintergreen Interdistrict Magnet School,671 Wintergreen Ave,New Haven,100,Kindergarten
,Public,Bear Path Elementary,10 Kirk Road,New Haven,100,Kindergarten
,Public,Church Street,95 Church St,New Haven,100,Kindergarten
,Public,Ridge Hill School,120 Carew Road,New Haven,97.7,Kindergarten
,Non-public,Saint Rita School,1601 Whitney Ave,New Haven,100,Kindergarten
,Public,Shepherd Glen Elementry,1 Skiff St. Ext.,New Haven,98.4,Kindergarten
,Public,Spring Glen Elementary School,1908 Whitney Ave,New Haven,100,Kindergarten
,Public,West Woods,350 West Todd St,New Haven,100,Kindergarten
,Public,Achievement First,305 Greenfield Street,Hartford,88.1,Kindergarten
,Public,Betances Learning Lab,42 Charter Oak Avenue,Hartford,98.3,Kindergarten
,Public,Breakthrough Magnet North Elementary School,25 Ridgefield Street,Hartford,100,Kindergarten
,Public,Burns Latino Studies Academy,195 Putnam Street,Hartford,100,Kindergarten
,Public,Capital Prep Magnet School,1304 Main Street,Hartford,92.3,Kindergarten
,Public,Dr. Micheal D. Fox Elementary School,470 Maple Ave,Hartford,97.4,Kindergarten
,Public,Dwight Bellizzi Dual Language Academy,215 South Street,Hartford,98.3,Kindergarten
,Public,E.B. Kennelly,180 White Street,Hartford,100,Kindergarten
,Public,Environmental Sciences @ Mary Hooker,440 Broadview Terrace,Hartford,100,Kindergarten
,Public,Expeditionary Learning Academy at Moylan,101 Catherine Street,Hartford,98.7,Kindergarten
,Public,Global Communications Academy,85 Edwards St,Hartford,93.5,Kindergarten
,Non-public,Jumoke Academy Charter School,250 Blue Hills Avenue,Hartford,75.9,Kindergarten
,Non-public,Kinsella Magnet School of the Performing Arts,65 Van Block Ave.,Hartford,100,Kindergarten
,Public,Montessori Magnet At Annie Fisher,280 Plainfield Street,Hartford,100,Kindergarten
,Public,Montessori Magnet at Batchelder,757 New Britain Ave,Hartford,100,Kindergarten
,Public,Noah Webster,5 cone st.,Hartford,97.2,Kindergarten
,Public,Parkville Community School,47 New Park Avenue,Hartford,96.7,Kindergarten
,Public,SAND,1750 Main Street,Hartford,100,Kindergarten
,Public,Sarah J. Rawson Elementary School,260 HOLCOMB STREET,Hartford,86.8,Kindergarten
,Public,STEM Magnet @Annie Fisher,280 Plainfield Street,Hartford,97.4,Kindergarten
,Public,West Middle Community School,44 Niles Street,Hartford,98.2,Kindergarten
,Public,Wish Elementary School,104 Vine Street,Hartford,100,Kindergarten
,Public,CREC Montessori Magnet,1460 Broad Street,Hartford,93.2,Kindergarten
,Public,Harwinton Consolidated School,115 LItchfield Street,Litchfield,92.3,Kindergarten
,Public,Gilead Hill School,580 Gilead Street,Tolland,98.7,Kindergarten
,Public,Burr Elementary School,792 Killingworth Road,Middlesex,100,Kindergarten
,Public,Griswold Elementary School,303 Slater Ave,New London,99.1,Kindergarten
,Public,Mary E. Griswold Elementary School,133 Heather Lane,Hartford,100,Kindergarten
,Public,Killingworth Elementary School,340 CT-81,Middlesex,96.1,Kindergarten
,Public,Salisbury Central School,45 Lincoln City Rd,Litchfield,97.6,Kindergarten
,Public,Lebanon Elementary School,479 Exeter Rd.,New London,92.4,Kindergarten
,Public,Gallup Hill School,169 Gallup Hill School,New London,83.5,Kindergarten
,Public,Lisbon Central School,15 Newent Rd.,New London,100,Kindergarten
,Public,Center School (Litchfield),125 West Street,Litchfield,98.3,Kindergarten
,Public,Lyme Consolidated,478 Hamburg Rd,New London,100,Kindergarten
,Public,Jeffrey School,331 Copse Rd,New Haven,99,Kindergarten
,Public,Ryerson,982 Durham Road,New Haven,97.6,Kindergarten
,Public,Bowers,141 Princeton Street,Hartford,85.5,Kindergarten
,Public,Buckley Elementary,250 Vernon St,Hartford,96.4,Kindergarten
,Public,Highland Park Elementary School,397 Porter Street,Hartford,95.8,Kindergarten
,Public,Keeney Street School,179 Keeney St.,Hartford,100,Kindergarten
,Public,Martin Elementary School,140 Dartmouth Rd,Hartford,96.9,Kindergarten
,Public,Odyssey Community School,579 West Middle Turnpike,Hartford,100,Kindergarten
,Non-public,Saint James School,73 Park Street,Hartford,100,Kindergarten
,Public,Verplanck Elementary School,126 Olcott Street,Hartford,100,Kindergarten
,Public,Waddell Elementary School,163 Broad Street,Hartford,100,Kindergarten
,Public,Mansfield Elementary School,134 Warrenville Rd,Tolland,88.4,Kindergarten
,Public,Elmer Thienes Mary Hall School,25 School Drive,Hartford,100,Kindergarten
,Public,Benjamin Franklin Elementary School,426 West Main Street,New Haven,100,Kindergarten
,Public,Casmir Pulaski Elementary School,100 Clearview Ave,New Haven,100,Kindergarten
,Public,Hanover Elementary School,208 Main Street,New Haven,100,Kindergarten
,Public,Israel Putnam Elementary,133 Parker Avenue,New Haven,100,Kindergarten
,Public,John Barry Elementary School,124 Columbia Street,New Haven,98.6,Kindergarten
,Public,Nathan Hale Elementary School,277 Atkins St Ext,New Haven,100,Kindergarten
,Public,Roger Sherman,64 North Pearl Street,New Haven,100,Kindergarten
,Public,Thomas Hooker Elementary School,70 Overlook Road,New Haven,100,Kindergarten
,Public,Long Meadow Elementary School,65 North Benson Road,New Haven,97.4,Kindergarten
,Public,Middlebury Elementary School,550 Whittemore rd,New Haven,100,Kindergarten
,Public,Bielefield Elementary,70 Maynard St,Middlesex,100,Kindergarten
,Public,FarmHill Elementary,390 Ridge Road,Middlesex,98.3,Kindergarten
,Public,Lawrence Elementary,Kaplan Drive,Middlesex,100,Kindergarten
,Public,Macdonough Elementary,66 Spring St,Middlesex,100,Kindergarten
,Public,Snow Elementary School,299 Wadsworth Street,Middlesex,100,Kindergarten
,Public,Spencer Elementary,"206 Westfield St Middletown,",Middlesex,100,Kindergarten
,Public,Van Buren Moody Elementary,300 Country Club Road,Middlesex,100,Kindergarten
,Public,Wesley Elementary School,10 Wesleyan Hills Road,Middlesex,97.9,Kindergarten
,Public,Calf Pen Meadow School,395 Welchs Point Road,New Haven,100,Kindergarten
,Public,John F. Kennedy Elementary School,404 West Street,New Haven,100,Kindergarten
,Public,Live Oaks,575 Merwin Avenue,New Haven,100,Kindergarten
,Public,Mathewson,466 W River Street,New Haven,100,Kindergarten
,Public,Meadowside Elementary School,80 Seemans Lane,New Haven,100,Kindergarten
,Public,Orange Avenue Elementary School,260 Orange Avenue,New Haven,100,Kindergarten
,Public,Orchard Hills School,185 Marino Dr,New Haven,100,Kindergarten
,Non-public,St. Marys School,72 Gulf Street,New Haven,100,Kindergarten
,Public,Fawn Hollow Elementary School,345 Fan Hill Road,Fairfield,97.5,Kindergarten
,Public,Monroe Elemenatary School,375 Monroe Tpke,Fairfield,96.2,Kindergarten
,Public,Stepney Elementary School,180 Old Newtown Rd,Fairfield,100,Kindergarten
,Public,East Haddam Elementary School,45 Joe williams rd,Middlesex,100,Kindergarten
,Public,Moosup Elementary School,35 Church Street,Windham,84.1,Kindergarten
,Public,Mystic River Magnet School,160 Fishtown Road,New London,100,Kindergarten
,Public,Northeast Academy Arts Magnet school,115 Oslo St.,New London,100,Kindergarten
,Public,Andrew Avenue Elementary School,140 Andrew Avenue,New Haven,100,Kindergarten
,Public,Hop Brook Elementary School,75 Crown Street,New Haven,96.7,Kindergarten
,Public,Maple Hill Elementary School,641 Maple Hill Road,New Haven,100,Kindergarten
,Public,Salem Elementary School,124 Meadow Street,New Haven,100,Kindergarten
,Public,Western Elementary School,100 Pine St,New Haven,100,Kindergarten
,Public,Chamberlain Elementary School,120 Newington Ave.,Hartford,100,Kindergarten
,Public,Diloreto Elementary And Middle School,732 Slater Road,Hartford,98.8,Kindergarten
,Public,Gaffney,322 Slater Rd,Hartford,100,Kindergarten
,Public,Holmes Elementary School (New Britain),2150 Stanley Street,Hartford,98.6,Kindergarten
,Public,Jefferson Elementary School,140 Horseplain Rd,Hartford,98.5,Kindergarten
,Public,Lincoln Elementary School,145 Steele Street,Hartford,98.2,Kindergarten
,Public,Northend Elem School,160 Bassett St,Hartford,100,Kindergarten
,Public,Smalley Elementary School,175 West Street,Hartford,100,Kindergarten
,Public,Smith Elementary School,142 Rutherford Street,Hartford,100,Kindergarten
,Public,Vance,183 Vance Street,Hartford,100,Kindergarten
,Public,East School,54 Little Brook Road,Fairfield,100,Kindergarten
,Public,South School,8 Farm Road,Fairfield,97.7,Kindergarten
,Public,West School,769 Ponus Ridge rd,Fairfield,98.9,Kindergarten
,Non-public,New Canaan Country School,635 Frogtown Rd,Fairfield,96,Kindergarten
,Public,Consolidated School,24A Gillotti Rd,Fairfield,98.6,Kindergarten
,Public,Bakerville School,51 Cedar Lane,Litchfield,90.9,Kindergarten
,Public,Amistad Academy,130 Edgewood Ave,New Haven,85.9,Kindergarten
,Public,Augusta Lewis Troup School,259 Edgewood Ave,New Haven,100,Kindergarten
,Public,Barack H Obama Magnet University,69 Farnham Ave,New Haven,98.4,Kindergarten
,Public,Barnard Environmental Science and Technology School,170 Derby Avenue,New Haven,97.9,Kindergarten
,Public,Benjamin Jepson Magnet School,15 Lexington Ave,New Haven,97.2,Kindergarten
,Public,Bishop Woods School,1481 Quinnipiac Ave,New Haven,100,Kindergarten
,Public,Booker T. Washington Academy,804 State Street,New Haven,100,Kindergarten
,Public,"Celentano Biotech, Health&Medical Magnet",400 Canner st,New Haven,100,Kindergarten
,Public,Clinton Avenue School,293 Clinton Avenue,New Haven,98.2,Kindergarten
,Public,Conte West Hills,511 Chapel St,New Haven,100,Kindergarten
,Public,Davis,35 Davis Street,New Haven,100,Kindergarten
,Public,East Rock Community Magnet School,133 Nash St,New Haven,98,Kindergarten
,Public,Edgewood,737 Edgewood Ave,New Haven,100,Kindergarten
,Public,Elm City College Prep,407 James St.,New Haven,98.4,Kindergarten
,Public,F.A.M.E,255 Blatchley AVE,New Haven,97.7,Kindergarten
,Public,Fair Haven,164 Grand Avenue,New Haven,98.7,Kindergarten
,Public,Highville Charter School,1 Science Park,New Haven,97.6,Kindergarten
,Public,Hill Central School,140 Dewitt Street,New Haven,100,Kindergarten
,Public,John C Daniels,569 Congress Ave,New Haven,100,Kindergarten
,Public,John S. Martinez,100 James Street,New Haven,100,Kindergarten
,Public,King Robinson,150 Fournier Street,New Haven,94.4,Kindergarten
,Non-public,L. W. Beecher Museum Magnet School,100 Jewel st,New Haven,100,Kindergarten
,Public,Mauro Sheridan Magnet School,191 Fountain St,New Haven,100,Kindergarten
,Public,Nathan Hale School,480 Townsend Ave,New Haven,100,Kindergarten
,Public,Ross Woodward,185 Barnes Ave,New Haven,98.1,Kindergarten
,Non-public,The Foote School,50 Loomis Place,New Haven,100,Kindergarten
,Public,Truman,114 truman st,Fairfield,100,Kindergarten
,Public,Worthington Hooker,691 Whitney Ave,New Haven,100,Kindergarten
,Public,CB Jennings Elementary School,50 Mercer Street,New London,87.3,Kindergarten
,Public,Nathan Hale Arts Magnet School,37 Beech Dr.,New London,100,Kindergarten
,Public,Regional Multicultural Magnet School,1 Bulkely Place,New London,100,Kindergarten
,Public,Winthrop Elementary School,74 Grove Street,New London,98.6,Kindergarten
,Public,Hill and Plain,60 Old Town Park Rd,Litchfield,100,Kindergarten
,Public,Northville Elementary  School,22 Hipp Road,Fairfield,99.2,Kindergarten
,Public,Anna Reynolds Elementary School,85 Reservoir Road,Hartford,100,Kindergarten
,Public,Elizabeth Green Elementary,30 Thomas Street,Hartford,97.9,Kindergarten
,Non-public,Emmanuel Christian Academy,569 Maple Hill Ave.,Hartford,78,Kindergarten
,Public,John Paterson,120 Church Street,Hartford,100,Kindergarten
,Public,Ruth Chaffee Elementary School,160 Superior Avenue,Hartford,98.2,Kindergarten
,Public,Hawley,29 Church Hill Rd,Fairfield,98.4,Kindergarten
,Public,Head O'Meadow,94 Boggs Hill Rd,Fairfield,98.4,Kindergarten
,Public,Middle Gate Elementary School,7 Cold Spring Rd,Fairfield,98.9,Kindergarten
,Public,Lillie B Haynes Elementary,29 Society Road,New London,100,Kindergarten
,Public,Niantic Center School,7 W. Main St.,New London,100,Kindergarten
,Public,Jerome Harrison Elementary,335 Foxon Road,New Haven,98.3,Kindergarten
,Public,Mary R Fisher Elementary School,785 Riverside Drive,Windham,94.5,Kindergarten
,Public,Clintonville Elementary School,456 Clintonville Road,New Haven,97.7,Kindergarten
,Public,Green Acres Elementary School,146 Upper State Street,New Haven,98.4,Kindergarten
,Public,Montowese Elementary,145 Fitch Street,New Haven,100,Kindergarten
,Public,Ridge Road Elementary,1341 Ridge Road,New Haven,97.2,Kindergarten
,Public,North Stonington Elementary School,311 Norwich Westerly Road,New London,100,Kindergarten
,Public,Charles H. Barrows STEM Academy,141 Tuckie Road,Windham,98.4,Kindergarten
,Public,North Windham Elementary School,112 Jordan Lane,Windham,100,Kindergarten
,Non-public,All Saints Catholic School,139 West Rocks Road,Fairfield,100,Kindergarten
,Public,brookside elementary school,382 highland avenue,Fairfield,100,Kindergarten
,Public,Concord Magnet School,21 Hunter Lane,Fairfield,100,Kindergarten
,Public,Cranbury Elementary,10 Knowalot Lane,Fairfield,97,Kindergarten
,Public,Fox Run Elementary School,228 Fillow Street,Fairfield,95.8,Kindergarten
,Public,Jefferson Marine Science Elementary,75 van Buren Ave,Fairfield,100,Kindergarten
,Public,Marvin Elementary School,15 Calf Pasture Beach Road,Fairfield,100,Kindergarten
,Public,Naramake Elementary School,16 King Street,Fairfield,96.4,Kindergarten
,Public,Rowayton Elementary School,1 Roton Ave,Fairfield,98.6,Kindergarten
,Public,Silvermine Dual Language School,157 Perry Ave,Fairfield,100,Kindergarten
,Public,Tracey Magnet School,20 Camp Street,Fairfield,100,Kindergarten
,Public,Wolfpit Integrated Arts School,1 Starlight Drive,Fairfield,94.6,Kindergarten
,Public,Integrated Day Charter School,668 Thermos Ave,New London,84.8,Kindergarten
,Public,John B Stanton Elementary,386 New London Turnpike,New London,95.6,Kindergarten
,Public,Moriarty Magnet School,20 Lawler Lane,New London,90.6,Kindergarten
,Public,SAMUEL HUNTINGTON,80 WEST TOWN STREET,New London,100,Kindergarten
,Public,Uncas Elementary,280 Elizabeth Street,New London,97.1,Kindergarten
,Public,Veterans Memorial Elementary,80 Crouch Avenue,New London,88.6,Kindergarten
,Public,Dr. Charles E. Murphy Elementary,500 Chesterfield Road,New London,100,Kindergarten
,Public,Oakdale Elementary School,30 Indiana Circle,New London,100,Kindergarten
,Public,John Trumbull Primary,779 Buckingham Street,Litchfield,98.3,Kindergarten
,Public,Old Greenwich School,285 Sound Beach Ave,Fairfield,100,Kindergarten
,Public,Mile Creek School,205 Mile Creek Road,New London,98.1,Kindergarten
,Public,K.E GOODWIN,80 Old Boston Post Rd,New London,98.3,Kindergarten
,Public,Mary L. Tracy,650 Schoolhouse Lane,New Haven,94.6,Kindergarten
,Public,Quaker Farms School,30 Great Oak Rd,New Haven,100,Kindergarten
,Public,West Vine Street School,17 West Vine Street,New London,100,Kindergarten
,Public,Shepard Hill Elementary,234 Shepard Hill Rd,Windham,96.4,Kindergarten
,Public,Frank T. Wheeler School,15 Cleveland Memorial Drive,Hartford,100,Kindergarten
,Public,Linden St. Scholl,69 Linden St.,Hartford,98.3,Kindergarten
,Public,Toffolon,145 Northwest Dr,Hartford,100,Kindergarten
,Public,Oshana Elementary School,70 Church Street,Hartford,97.1,Kindergarten
,Public,South End Elementary School,10 Maxwell Noble Drive,Hartford,100,Kindergarten
,Public,Willam Strong Elementary School,820 Marion Ave,Hartford,97.6,Kindergarten
,Public,Plymouth Center Elementary,107 North St.,Litchfield,100,Kindergarten
,Public,Pomfret Community School,20 Pomfret St,Windham,97.2,Kindergarten
