Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,,Marksville Elementary School,,Avoyelles,100.0,6th Grade
,,Marksville Elementary School,,Avoyelles,100.0,Kindergarten
,,Marksville High School,,Avoyelles,100.0,11th Grade
,,Plaucheville Elementary School,,Avoyelles,100.0,6th Grade
,,Plaucheville Elementary School,,Avoyelles,100.0,Kindergarten
,,Riverside Elementary School,,Avoyelles,100.0,6th Grade
,,Riverside Elementary School,,Avoyelles,100.0,Kindergarten
,,Sacred Heart School,,Avoyelles,94.44,6th Grade
,,Sacred Heart School,,Avoyelles,88.46,Kindergarten
,,St. Anthony of Padua School,,Avoyelles,92.31,6th Grade
,,St. Anthony of Padua School,,Avoyelles,88.89,Kindergarten
,,St. Joseph Elementary & High School,,Avoyelles,94.29,6th Grade
,,St. Joseph Elementary & High School,,Avoyelles,100.0,11th Grade
,,St. Joseph Elementary & High School,,Avoyelles,100.0,Kindergarten
,,"St. Mary's Assumption School, Cottonport",,Avoyelles,100.0,6th Grade
,,"St. Mary's Assumption School, Cottonport",,Avoyelles,85.0,Kindergarten
,,Deridder High School,,Beauregard,97.12,11th Grade
,,East Beauregard Elementary School,,Beauregard,91.53,Kindergarten
,,East Beauregard High School,,Beauregard,100.0,6th Grade
,,East Beauregard High School,,Beauregard,100.0,11th Grade
,,K.R. Hanchey Elementary School,,Beauregard,92.8,Kindergarten
,,Merryville High School,,Beauregard,100.0,6th Grade
,,Merryville High School,,Beauregard,96.3,11th Grade
,,Merryville High School,,Beauregard,93.94,Kindergarten
,,Pine Wood Elementary School,,Beauregard,98.33,6th Grade
,,Singer High School,,Beauregard,100.0,6th Grade
,,Singer High School,,Beauregard,100.0,11th Grade
,,Singer High School,,Beauregard,86.21,Kindergarten
,,South Beauregard Elementary School,,Beauregard,85.71,Kindergarten
,,South Beauregard High School,,Beauregard,98.29,11th Grade
,,South Beauregard Upper Elementary,,Beauregard,100.0,6th Grade
,,Arcadia High School,,Bienville,100.0,6th Grade
,,Arcadia High School,,Bienville,100.0,11th Grade
,,Castor High School,,Bienville,100.0,6th Grade
,,Castor High School,,Bienville,100.0,11th Grade
,,Castor High School,,Bienville,93.94,Kindergarten
,,Crawford Elementary School,,Bienville,100.0,Kindergarten
,,Gibsland-Coleman High School,,Bienville,100.0,6th Grade
,,Gibsland-Coleman High School,,Bienville,100.0,11th Grade
,,Gibsland-Coleman High School,,Bienville,100.0,Kindergarten
,,Ringgold Elementary School,,Bienville,100.0,Kindergarten
,,Ringgold High School,,Bienville,96.3,6th Grade
,,Ringgold High School,,Bienville,100.0,11th Grade
,,Saline High School,,Bienville,94.74,6th Grade
,,Saline High School,,Bienville,88.24,11th Grade
,,Saline High School,,Bienville,88.89,Kindergarten
,,Airline High School,,Bossier,99.61,11th Grade
,,Apollo Elementary School,,Bossier,98.02,Kindergarten
,,Bellaire Elementary School,,Bossier,93.51,Kindergarten
,,Benton Elementary School,,Bossier,91.74,Kindergarten
,,Benton High School,,Bossier,98.44,11th Grade
,,Benton Intermediate School,,Bossier,98.86,6th Grade
,,Bossier Elementary School,,Bossier,95.65,Kindergarten
,,Bossier High School,,Bossier,98.56,11th Grade
,,Central Park Elementary School,,Bossier,98.18,Kindergarten
,,Cope Middle School,,Bossier,99.12,6th Grade
,,Elm Grove Elementary School,,Bossier,86.49,Kindergarten
,,Elm Grove Middle School,,Bossier,98.46,6th Grade
,,Greenacres Middle School,,Bossier,98.09,6th Grade
,,Haughton Elementary School,,Bossier,93.42,Kindergarten
,,Haughton High School,,Bossier,99.67,11th Grade
,,Haughton Middle School,,Bossier,100.0,6th Grade
,,Kingston Elementary,,Bossier,95.27,Kindergarten
,,Legacy Elementary,,Bossier,92.86,Kindergarten
,,Meadowview Elementary School,,Bossier,94.67,Kindergarten
,,Parkway High School,,Bossier,98.12,11th Grade
,,Plain Dealing Middle/High School,,Bossier,96.15,6th Grade
,,Plain Dealing Middle/High School,,Bossier,100.0,11th Grade
,,Plain Dealing Middle/High School,,Bossier,90.0,Kindergarten
,,Plantation Park Elementary School,,Bossier,91.38,Kindergarten
,,Providence Classical Academy,,Bossier,95.24,6th Grade
,,Providence Classical Academy,,Bossier,100.0,11th Grade
,,R. V. Kerr Elementary School,,Bossier,98.39,Kindergarten
,,Rusheon Middle School,,Bossier,99.36,6th Grade
,,Stockwell Place Elementary School,,Bossier,96.61,Kindergarten
,,Sun City Elementary School,,Bossier,92.79,Kindergarten
,,T.L. Rodes Elementary School,,Bossier,98.6,Kindergarten
,,W. T. Lewis Elementary,,Bossier,94.94,Kindergarten
,,Waller Elementary School,,Bossier,90.0,Kindergarten
,,A. C. Steere Elementary School,,Caddo,88.61,Kindergarten
,,Academic Recovery & Career Discovery Center,,Caddo,100.0,11th Grade
,,Ascension Classical School,,Caddo,87.5,6th Grade
,,Atkins Technology Elementary School,,Caddo,88.89,Kindergarten
,,Bethune/Oak Park Elementary School,,Caddo,93.24,Kindergarten
,,Blanchard Elementary School,,Caddo,94.52,Kindergarten
,,Booker T. Washington High School,,Caddo,99.46,11th Grade
,,Broadmoor Stem Academy,,Caddo,96.77,6th Grade
,,Broadmoor Stem Academy,,Caddo,91.3,Kindergarten
,,C.E. Byrd High School,,Caddo,98.88,11th Grade
,,Caddo Career & Tech Center,,Caddo,99.06,6th Grade
,,Caddo Heights Elementary School,,Caddo,91.67,Kindergarten
,,Caddo Parish Magnet High School,,Caddo,98.98,11th Grade
,,Caddo Parish Middle Magnet School,,Caddo,97.28,6th Grade
,,Caddo Virtual Academy,,Caddo,96.3,11th Grade
,,Calvary Baptist Academy,,Caddo,96.05,6th Grade
,,Calvary Baptist Academy,,Caddo,97.65,11th Grade
,,Calvary Baptist Academy,,Caddo,92.16,Kindergarten
,,Captain Shreve High School,,Caddo,97.56,11th Grade
,,Cherokee Park Elementary School,,Caddo,95.24,Kindergarten
,,Claiborne Fundamental Elementary School,,Caddo,92.86,Kindergarten
,,Creswell Elementary School,,Caddo,97.87,Kindergarten
,,Donnie Bickham Middle School,,Caddo,98.99,6th Grade
,,Eden Gardens Fundamental Elementary School,,Caddo,96.55,Kindergarten
,,Eighty-First Street Ece Center,,Caddo,100.0,Kindergarten
,,Evangel Christian Academy,,Caddo,91.43,6th Grade
,,Evangel Christian Academy,,Caddo,96.97,11th Grade
,,Evangel Christian Academy,,Caddo,100.0,Kindergarten
,,Fair Park Middle School,,Caddo,98.64,6th Grade
,,Fairfield Magnet School,,Caddo,96.67,Kindergarten
,,First Baptist Church School,,Caddo,94.74,6th Grade
,,Forest Hill Elementary School,,Caddo,96.77,Kindergarten
,,Green Oaks High School,,Caddo,98.46,11th Grade
,,Herndon Magnet School,,Caddo,98.67,6th Grade
,,Herndon Magnet School,,Caddo,85.29,Kindergarten
,,Huntington High School,,Caddo,96.98,11th Grade
,,J. S. Clark Elementary School,,Caddo,88.52,Kindergarten
,,Judson Fundamental Elementary School,,Caddo,93.18,Kindergarten
,,Keithville Elementary/Middle School,,Caddo,96.4,6th Grade
,,Keithville Elementary/Middle School,,Caddo,95.56,Kindergarten
,,Loyola College Preparatory School,,Caddo,97.85,11th Grade
,,Magnolia School of Excellence,,Caddo,93.67,6th Grade
,,Magnolia School of Excellence,,Caddo,100.0,11th Grade
,,Magnolia School of Excellence Charter School,,Caddo,84.48,Kindergarten
,,Midway Professional Development Center,,Caddo,93.94,Kindergarten
,,Montessori School For Shreveport,,Caddo,90.91,6th Grade
,,Montessori School For Shreveport,,Caddo,100.0,Kindergarten
,,Mooringsport Elementary School,,Caddo,91.18,Kindergarten
,,North Caddo Elementary/Middle School,,Caddo,97.78,6th Grade
,,North Caddo Elementary/Middle School,,Caddo,92.59,Kindergarten
,,North Caddo High School,,Caddo,98.81,11th Grade
,,North Highlands Elementary School,,Caddo,100.0,Kindergarten
,,Northside Middle School,,Caddo,98.9,6th Grade
,,Northwood High School,,Caddo,98.08,11th Grade
,,Pathways In Education - North Market,,Caddo,97.56,11th Grade
,,Pathways In Education School,,Caddo,100.0,11th Grade
,,Pine Grove Elementary School,,Caddo,87.72,Kindergarten
,,Queensborough Elementary School,,Caddo,96.77,Kindergarten
,,Ridgewood Middle School,,Caddo,96.88,6th Grade
,,Riverside Elementary School,,Caddo,91.23,Kindergarten
,,Shreve Island Elementary School,,Caddo,96.67,Kindergarten
,,South Highlands Elementary Magnet School,,Caddo,95.4,Kindergarten
,,Southern Hills Elementary School,,Caddo,91.3,Kindergarten
,,Southfield School,,Caddo,95.45,6th Grade
,,Southfield School,,Caddo,95.12,Kindergarten
,,Southwood High School,,Caddo,98.67,11th Grade
,,St. John Berchmans Cathedral School,,Caddo,93.33,6th Grade
,,St. Joseph School,,Caddo,95.83,6th Grade
,,St. Mark's Cathedral School,,Caddo,100.0,6th Grade
,,Summer Grove Elementary School,,Caddo,97.33,Kindergarten
,,Summerfield Elementary School,,Caddo,98.51,Kindergarten
,,Turner Elementary/Middle School,,Caddo,97.78,6th Grade
,,Turner Elementary/Middle School,,Caddo,95.74,Kindergarten
,,University Elementary School,,Caddo,94.59,Kindergarten
,,Walnut Hill Elementary/Middle School,,Caddo,98.57,6th Grade
,,Walnut Hill Elementary/Middle School,,Caddo,93.55,Kindergarten
,,Westwood Elementary School,,Caddo,91.8,Kindergarten
,,Woodlawn High School,,Caddo,100.0,11th Grade
,,Word of God Academy,,Caddo,86.96,6th Grade
,,Word of God Academy,,Caddo,100.0,11th Grade
,,Youree Drive Middle School,,Caddo,97.09,6th Grade
,,A. A. Nelson Elementary School,,Calcasieu,92.86,Kindergarten
,,Alfred M. Barbe High School,,Calcasieu,98.9,11th Grade
,,Barbe Elementary School,,Calcasieu,86.67,Kindergarten
,,Bell City High School,,Calcasieu,98.44,6th Grade
,,Bell City High School,,Calcasieu,97.78,11th Grade
,,Bell City High School,,Calcasieu,89.74,Kindergarten
,,Bishop Noland Episcopal Day School,,Calcasieu,86.96,6th Grade
,,Bishop Noland Episcopal Day School,,Calcasieu,95.24,11th Grade
,,Bishop Noland Episcopal Day School,,Calcasieu,69.57,Kindergarten
,,Brentwood Elementary School,,Calcasieu,87.23,Kindergarten
,,College Oaks Elementary School,,Calcasieu,95.92,Kindergarten
,,Combre/Fondel Elementary School,,Calcasieu,94.74,Kindergarten
,,Cypress Cove School,,Calcasieu,94.74,Kindergarten
,,Dequincy High School,,Calcasieu,100.0,11th Grade
,,Dequincy Middle School,,Calcasieu,98.39,6th Grade
,,Dequincy Primary School,,Calcasieu,89.29,Kindergarten
,,Dolby Elementary School,,Calcasieu,92.59,Kindergarten
,,E. K. Key Elementary School,,Calcasieu,91.21,Kindergarten
,,F. K. White Middle School,,Calcasieu,93.47,6th Grade
,,Fairview Elementary School,,Calcasieu,91.86,Kindergarten
,,First Baptist Christian Academy,,Calcasieu,92.31,6th Grade
,,First Baptist Christian Academy,,Calcasieu,64.52,Kindergarten
,,Frasch Elementary School,,Calcasieu,89.16,Kindergarten
,,Gillis Elementary School,,Calcasieu,81.32,Kindergarten
,,Hamilton Christian Academy,,Calcasieu,87.5,6th Grade
,,Hamilton Christian Academy,,Calcasieu,100.0,11th Grade
,,Hamilton Christian Academy,,Calcasieu,79.17,Kindergarten
,,Henry Heights Elementary School,,Calcasieu,88.46,Kindergarten
,,Immaculate Conception Cathedral School,,Calcasieu,100.0,6th Grade
,,Immaculate Conception Cathedral School,,Calcasieu,90.0,Kindergarten
,,Iowa High School,,Calcasieu,99.3,6th Grade
,,Iowa High School,,Calcasieu,99.18,11th Grade
,,J. I. Watson Middle School,,Calcasieu,96.2,Kindergarten
,,John J. Johnson Ii Elementary School,,Calcasieu,100.0,Kindergarten
,,Lagrange High School,,Calcasieu,94.18,11th Grade
,,Lake Charles Charter Academy,,Calcasieu,97.17,6th Grade
,,Lake Charles Charter Academy,,Calcasieu,88.78,Kindergarten
,,Lake Charles College Prep,,Calcasieu,99.35,11th Grade
,,Leblanc Middle School,,Calcasieu,97.32,6th Grade
,,Lebleu Settlement Elementary School,,Calcasieu,91.67,Kindergarten
,,Life Christain Academy,,Calcasieu,77.78,6th Grade
,,Life Christain Academy,,Calcasieu,66.67,Kindergarten
,,M. J. Kaufman Elementary School,,Calcasieu,96.43,Kindergarten
,,Maplewood Middle School,,Calcasieu,97.27,6th Grade
,,Maplewood Middle School,,Calcasieu,85.71,Kindergarten
,,Moss Bluff Elementary School,,Calcasieu,90.77,Kindergarten
,,Moss Bluff Middle School,,Calcasieu,98.03,6th Grade
,,Oak Park Elementary School,,Calcasieu,100.0,Kindergarten
,,Oak Park Middle School,,Calcasieu,98.53,6th Grade
,,Our Lady Queen of Heaven School,,Calcasieu,96.43,6th Grade
,,Our Lady Queen of Heaven School,,Calcasieu,83.61,Kindergarten
,,Our Lady's School,,Calcasieu,93.33,6th Grade
,,Our Lady's School,,Calcasieu,72.73,Kindergarten
,,Pearl Watson Elementary School,,Calcasieu,85.71,Kindergarten
,,Prien Lake Elementary School,,Calcasieu,95.92,Kindergarten
,,Ray D. Molo Middle Magnet School,,Calcasieu,97.7,6th Grade
,,Richard W. Vincent Elementary School,,Calcasieu,97.5,Kindergarten
,,S. J. Welsh Middle School,,Calcasieu,99.15,6th Grade
,,S. P. Arnett Middle School,,Calcasieu,97.66,6th Grade
,,Sam Houston High School,,Calcasieu,98.42,11th Grade
,,Southwest La. Charter Academy,,Calcasieu,96.83,6th Grade
,,Southwest La. Charter Academy,,Calcasieu,92.71,Kindergarten
,,St. John Elementary School,,Calcasieu,94.95,Kindergarten
,,St. Louis Catholic High School,,Calcasieu,96.75,11th Grade
,,St. Margaret School,,Calcasieu,95.45,6th Grade
,,St. Margaret School,,Calcasieu,91.43,Kindergarten
,,Starks High School,,Calcasieu,100.0,6th Grade
,,Starks High School,,Calcasieu,100.0,11th Grade
,,Starks High School,,Calcasieu,82.35,Kindergarten
,,Sulphur High School,,Calcasieu,99.05,11th Grade
,,T. H. Watkins Elementary School,,Calcasieu,90.91,Kindergarten
,,T. S. Cooley Elementary Magnet School,,Calcasieu,92.31,Kindergarten
,,Vincent Settlement Elementary School,,Calcasieu,86.49,Kindergarten
,,Vinton Elementary School,,Calcasieu,93.62,Kindergarten
,,Vinton High School,,Calcasieu,98.0,11th Grade
,,Vinton Middle School,,Calcasieu,100.0,6th Grade
,,W. T. Henning Elementary School,,Calcasieu,96.3,Kindergarten
,,W. W. Lewis Middle School,,Calcasieu,98.13,6th Grade
,,Washington/Marion Magnet High School,,Calcasieu,97.22,11th Grade
,,Westlake High School,,Calcasieu,100.0,11th Grade
,,Westwood Elementary School,,Calcasieu,87.29,Kindergarten
,,Caldwell Parish High School,,Caldwell,98.72,11th Grade
,,Caldwell Parish Junior High School,,Caldwell,100.0,6th Grade
,,Grayson Elementary School,,Caldwell,91.84,Kindergarten
,,Grand Lake High School,,Cameron,95.24,6th Grade
,,Grand Lake High School,,Cameron,100.0,11th Grade
,,Grand Lake High School,,Cameron,95.24,Kindergarten
,,Hackberry High School,,Cameron,93.75,6th Grade
,,Hackberry High School,,Cameron,100.0,11th Grade
,,Hackberry High School,,Cameron,85.0,Kindergarten
,,Johnson Bayou High School,,Cameron,100.0,Kindergarten
,,South Cameron High School,,Cameron,100.0,6th Grade
,,South Cameron High School,,Cameron,100.0,11th Grade
,,South Cameron High School,,Cameron,81.25,Kindergarten
,,Block High School,,Catahoula,100.0,6th Grade
,,Block High School,,Catahoula,100.0,11th Grade
,,Central High School,,Catahoula,100.0,11th Grade
,,Harrisonburg High School,,Catahoula,100.0,6th Grade
,,Harrisonburg High School,,Catahoula,100.0,11th Grade
,,Harrisonburg High School,,Catahoula,94.44,Kindergarten
,,Jonesville Elementary School,,Catahoula,93.18,Kindergarten
,,Sicily Island High School,,Catahoula,100.0,6th Grade
,,Sicily Island High School,,Catahoula,100.0,11th Grade
,,Sicily Island High School,,Catahoula,100.0,Kindergarten
,,Claiborne Academy,,Claiborne,88.89,6th Grade
,,Claiborne Academy,,Claiborne,100.0,11th Grade
,,Claiborne Academy,,Claiborne,70.0,Kindergarten
,,Haynesville Elementary School,,Claiborne,88.64,Kindergarten
,,Haynesville Jr./Sr. High School,,Claiborne,96.67,6th Grade
,,Haynesville Jr./Sr. High School,,Claiborne,100.0,11th Grade
,,Homer Elementary School,,Claiborne,93.44,Kindergarten
,,Homer High School,,Claiborne,100.0,11th Grade
,,Homer Junior High School,,Claiborne,100.0,6th Grade
,,Mt. Olive Christian School,,Claiborne,100.0,11th Grade
,,Summerfield High School,,Claiborne,100.0,6th Grade
,,Summerfield High School,,Claiborne,94.12,11th Grade
,,Summerfield High School,,Claiborne,95.24,Kindergarten
,,Concordia Parish Academy/Cpa,,Concordia,100.0,6th Grade
,,Concordia Parish Academy/Cpa,,Concordia,94.44,11th Grade
,,Concordia Parish Academy/Cpa,,Concordia,83.33,Kindergarten
,,Delta Charter School,,Concordia,92.11,6th Grade
,,Delta Charter School,,Concordia,100.0,11th Grade
,,Delta Charter School,,Concordia,100.0,Kindergarten
,,Ferriday High School,,Concordia,98.57,11th Grade
,,Ferriday Junior High School,,Concordia,95.38,6th Grade
,,Ferriday Lower Elementary School,,Concordia,76.32,Kindergarten
,,Monterey High School,,Concordia,100.0,6th Grade
,,Monterey High School,,Concordia,93.55,11th Grade
,,Monterey High School,,Concordia,92.0,Kindergarten
,,Vidalia High School,,Concordia,97.87,11th Grade
,,Vidalia Junior High School,,Concordia,91.18,6th Grade
,,Vidalia Lower Elementary School,,Concordia,92.31,Kindergarten
,,Logansport High School,,De Soto,100.0,6th Grade
,,Logansport High School,,De Soto,100.0,11th Grade
,,Logansport High School,,De Soto,79.41,Kindergarten
,,Mansfield Elementary School Pk-2,,De Soto,97.96,Kindergarten
,,Mansfield High School,,De Soto,100.0,11th Grade
,,Mansfield Middle School 5-8,,De Soto,98.67,6th Grade
,,North Desoto Elementary School Pk-2,,De Soto,90.45,Kindergarten
,,North Desoto High School,,De Soto,98.47,11th Grade
,,North Desoto Middle School 6-8,,De Soto,96.79,6th Grade
,,Stanley High School,,De Soto,100.0,6th Grade
,,Stanley High School,,De Soto,100.0,11th Grade
,,Stanley High School,,De Soto,92.59,Kindergarten
,,Advantage Charter Academy,,East Baton Rouge,95.24,6th Grade
,,Advantage Charter Academy,,East Baton Rouge,80.56,Kindergarten
,,Arlington Preparatory Academy,,East Baton Rouge,92.86,11th Grade
,,Audubon Elementary School,,East Baton Rouge,88.73,Kindergarten
,,Baker Heights Elementary School,,East Baton Rouge,96.08,Kindergarten
,,Baker High School,,East Baton Rouge,97.5,11th Grade
,,Baker Middle School,,East Baton Rouge,96.97,6th Grade
,,Basis Baton Rouge Materra,,East Baton Rouge,94.4,6th Grade
,,Basis Baton Rouge Materra,,East Baton Rouge,95.88,Kindergarten
,,Basis Baton Rouge Primary - Mid City,,East Baton Rouge,95.95,Kindergarten
,,Baton Rouge High School,,East Baton Rouge,98.23,11th Grade
,,Baton Rouge Ochsner Discovery,,East Baton Rouge,90.74,Kindergarten
,,Beechwood Superintendent's Academy,,East Baton Rouge,100.0,6th Grade
,,Belaire High School,,East Baton Rouge,90.08,11th Grade
,,Belfair Academy,,East Baton Rouge,94.12,6th Grade
,,Belfair Academy,,East Baton Rouge,78.79,Kindergarten
,,Bellingrath Hills Elementary School,,East Baton Rouge,91.61,Kindergarten
,,Bernard Terrace Elementary School,,East Baton Rouge,77.14,Kindergarten
,,Bethany Christian School,,East Baton Rouge,85.71,6th Grade
,,Bethany Christian School,,East Baton Rouge,71.43,Kindergarten
,,Brighter Horizon School of Baton Rouge,,East Baton Rouge,91.67,6th Grade
,,Brighter Horizon School of Baton Rouge,,East Baton Rouge,80.0,11th Grade
,,Brighter Horizon School of Baton Rouge,,East Baton Rouge,87.5,Kindergarten
,,Broadmoor Elementary School,,East Baton Rouge,88.51,Kindergarten
,,Brownfields Elementary School,,East Baton Rouge,88.24,Kindergarten
,,Capitol High School,,East Baton Rouge,100.0,11th Grade
,,Capitol Middle School,,East Baton Rouge,89.33,6th Grade
,,Catholic High School,,East Baton Rouge,99.07,11th Grade
,,Cedarcrest-Southmoor Elementary School,,East Baton Rouge,83.84,Kindergarten
,,Central High School,,East Baton Rouge,98.19,11th Grade
,,Central Middle School,,East Baton Rouge,95.36,6th Grade
,,Central Private School,,East Baton Rouge,92.0,6th Grade
,,Central Private School,,East Baton Rouge,100.0,11th Grade
,,Claiborne Elementary School,,East Baton Rouge,82.09,Kindergarten
,,Collegiate Academy Charter School,,East Baton Rouge,98.76,11th Grade
,,Copper Mill Elementary School,,East Baton Rouge,98.14,6th Grade
,,Crestworth Learning Academy,,East Baton Rouge,96.43,6th Grade
,,Dufrocq Montessori School,,East Baton Rouge,86.57,Kindergarten
,,Ebr Virtual Academy,,East Baton Rouge,93.75,6th Grade
,,Ebr Virtual Academy,,East Baton Rouge,100.0,11th Grade
